MSA,NUM,PercentbyFemale,HighSchool,Bachelor,MedianIncome,Poverty,Insurance,Unmarried,White,Black,AmericanIndian,Asian
35840,17,4.59E-05,89.9,28.9,48558,9.2,100.55,47.3,0.878319798,0.065908297,0.002775825,0.015637521
35980,11,8.02E-05,90.5,31.3,66583,6.2,97.86,49.8,0.824203729,0.055609471,0.005932358,0.043350724
36100,2,1.15E-05,85,17.4,39453,12.8,98.05,47.1,0.815123102,0.126808454,0.00363415,0.013792979
36140,2,4.03E-05,89.1,28.7,56494,6.8,98.16,44.7,0.908071656,0.045995201,0.005212858,0.010922179
36220,3,4.22E-05,72.9,13.5,51466,13.1,101.29,51.4,0.856530217,0.041909822,0.00698026,0.008117732
36260,36,1.20E-04,92.5,28.5,62378,7.4,100.92,40.3,0.89239757,0.011923535,0.005909754,0.014322773
36420,21,3.24E-05,87.5,28.1,49752,11.5,100.69,50,0.741715252,0.101016567,0.036633981,0.028832474
36500,3,2.29E-05,92.9,32.3,62229,7.9,99.98,47.7,0.832868635,0.027081381,0.013644174,0.056076226
36540,13,2.93E-05,90.9,33.1,56943,8.3,100.08,48.2,0.842270541,0.076935717,0.005041336,0.021200313
36740,92,8.25E-05,87.6,28.1,48459,11.7,101.58,53.6,0.721035852,0.160477209,0.002887747,0.040489374
36780,8,9.57E-05,91,25.5,51010,7.4,99.43,51.2,0.930644585,0.017353747,0.005593947,0.022977481
36980,7,1.18E-04,87.2,17.6,46205,12.1,98.59,46,0.926891004,0.042579012,0.001300255,0.006804667
37100,48,1.15E-04,82.8,31.4,76544,8.1,100.55,48.9,0.759776941,0.018309637,0.007245931,0.069056485
37340,10,3.59E-05,90.2,26.3,48039,9.4,99.87,50,0.835722153,0.100467868,0.003203419,0.020961502
37460,1,1.08E-05,86.3,20.4,46678,11.1,99.54,50.1,0.821423401,0.109932063,0.005801702,0.019673239
37620,2,4.19E-05,88.6,17.9,41977,11.8,98.94,46.4,0.963877937,0.01026195,0.002236025,0.005163381
37860,16,7.00E-05,88.4,24.5,48594,11.4,98.95,52.8,0.753038078,0.164327942,0.005701464,0.025102219
37900,31,1.60E-04,90.9,26.2,53777,9.3,98.73,47.7,0.859226174,0.091426572,0.001899185,0.020204491
37980,219,7.06E-05,88.9,33.6,61923,9,99.47,54.3,0.685253854,0.208622029,0.001843723,0.051300685
38060,156,7.27E-05,86.3,28.7,53228,12.1,101.28,51.4,0.804968923,0.050876827,0.021717602,0.033844241
38220,3,6.21E-05,81.7,15.7,37092,18.6,97.2,58.3,0.493203352,0.479021688,0.002586784,0.005467751
38300,36,2.96E-05,91.8,29.9,50935,8.5,98.93,51,0.876965981,0.081971946,0.001062005,0.018718421
38340,2,2.95E-05,90.6,30.3,48450,9.8,97.71,54.9,0.925826343,0.026412348,0.002282738,0.01303765
38540,9,0.000216351,91.8,26.8,43534,10.7,98.52,48.2,0.904526363,0.007136754,0.034552479,0.011950753
38660,0,0,69.7,20.8,16375,49.3,97.92,62.1,0.766266461,0.047629292,0.001767493,0.001395389
38860,19,7.15E-05,93,35.7,57371,7,99.56,48,0.943606475,0.017226891,0.002689463,0.016847384
38900,90,7.87E-05,90.6,34.5,58110,9.5,100.78,50,0.821650621,0.028734964,0.008362857,0.058829749
38940,11,5.03E-05,86.5,23.2,45484,11.9,100.52,49,0.776861528,0.143574758,0.004407639,0.013607711
39140,3,2.77E-05,90.2,24.2,42987,10.8,100.15,45.8,0.919332163,0.006099977,0.021111677,0.008090844
39300,30,3.63E-05,84.1,29.2,56007,9.6,98.88,54.3,0.839110495,0.053679994,0.003472853,0.026927412
39340,21,7.82E-05,93.5,36,59993,10.2,101.58,41.3,0.914030269,0.005906643,0.005825095,0.013451652
39380,5,6.15E-05,87.1,21.5,41777,13.9,98.28,52.7,0.795055233,0.021162401,0.023349245,0.00676672
39460,2,2.41E-05,88.8,21.2,44378,8.6,100.15,43.5,0.906929735,0.056995461,0.002163992,0.011768645
39540,6,6.09E-05,87.8,23,54090,9.7,98.81,49.7,0.811120511,0.107862288,0.004111872,0.012151042
39580,55,9.25E-05,89.8,42.2,62088,8.9,101.66,47.5,0.697972545,0.202098756,0.003263125,0.045569365
39660,1,1.47E-05,92,26.3,50464,8.6,99.36,46.9,0.854284087,0.0114987,0.071328447,0.010082353
39740,9,4.29E-05,84.3,22.3,55170,10.1,99.02,49.7,0.840476803,0.047881712,0.00263785,0.01318197
39820,11,1.22E-04,88.4,18.8,44651,11.4,99.87,50.6,0.872020498,0.009501815,0.024352966,0.024577728
39900,14,6.57E-05,87,27.2,53125,10.5,100.83,52.1,0.816052585,0.024534549,0.015460701,0.052331213
40060,52,8.24E-05,86.9,32.7,58891,8.6,99.96,53,0.624410978,0.301187907,0.00386174,0.033297073
40140,170,7.90E-05,78.9,19.7,55269,13.7,100.98,52.2,0.646317312,0.074263734,0.009550005,0.062315611
40220,10,6.24E-05,86.3,26.2,49397,9.6,99.14,48.2,0.826443238,0.128869925,0.001424423,0.016040103
40340,2,1.89E-05,93.5,34.2,63183,5,99.82,42.6,0.897206206,0.035620995,0.001615215,0.038789116
40380,15,2.70E-05,89.5,32.3,52762,9.9,98.91,53,0.815913224,0.11454909,0.002914554,0.026274458
40420,15,8.46E-05,86.1,20.9,49040,12.5,98.5,50.5,0.813355514,0.107318421,0.002118278,0.022322508
40580,2,2.51E-05,81.8,16,39495,15.3,97.74,55.3,0.497335444,0.447533307,0.004062789,0.005104867
40660,5,1.01E-04,77.9,18.1,40821,15.9,98.61,49.7,0.782770133,0.143769436,0.00576201,0.01320894
40900,144,1.30E-04,87.7,30.4,58940,11.1,100.65,52,0.668389593,0.071644559,0.008805184,0.121707082
40980,4,3.90E-05,87,19.1,42331,14.2,98.6,53.9,0.756891184,0.185731313,0.002801233,0.010757339
41060,4,4.25E-05,91,23.7,54015,7.9,100.01,48.7,0.923549463,0.030304148,0.004077783,0.017844254
41100,3,4.18E-05,91.7,26.4,49279,10.9,101.42,39.7,0.926928444,0.004115516,0.01168412,0.007216248
41140,3,4.82E-05,86.6,19,45617,10.7,98.49,52.1,0.90333762,0.044739484,0.003701496,0.006861884
41180,123,8.54E-05,89.9,30.9,54463,9.8,99.1,50.9,0.766542496,0.183337291,0.001645341,0.021696363
41420,16,8.03E-05,84.5,22.7,48017,13.7,100.22,49,0.822578232,0.008910391,0.012526276,0.019235694
41500,16,7.83E-05,71,23,59168,13,100.25,51.8,0.748136453,0.029536176,0.009674988,0.061861431
41540,0,0,85.7,23.4,52161,9.7,100.15,52.4,0.757148788,0.177632153,0.003868927,0.015105477
41620,44,7.99E-05,89.2,30.5,60616,9.3,101.07,47.1,0.850726996,0.016288104,0.008217194,0.033128837
41660,1,1.73E-05,82.6,21.4,44626,12.4,98.65,50.5,0.864394393,0.04143627,0.005344627,0.011833903
41700,57,5.11E-05,83.2,26.2,52139,12.7,100.96,51.3,0.781560288,0.064548479,0.00704375,0.021418108
41740,128,8.19E-05,85.5,34.6,62962,10.5,100.42,52.5,0.714103175,0.05061491,0.00694492,0.111192331
41860,170,7.62E-05,87.7,44.5,77887,7.4,100.97,52.5,0.547533587,0.081236887,0.004785441,0.236315249
41900,0,0,65.9,19.4,16008,47,98.94,61.8,0.947600015,0.025140259,0.001173408,0.000117341
41940,89,9.57E-05,86.3,45.7,90962,7,101.18,46.8,0.506927335,0.026014238,0.005440708,0.316369814
41980,0,0,73.3,25.2,22261,37.2,98.43,62.5,0.657792318,0.096759846,0.003584351,0.00410439
42020,26,1.96E-04,89.6,31.5,58697,7.2,100.47,51.8,0.838820408,0.021838041,0.009070395,0.034752696
42100,15,1.13E-04,84.9,37,66519,8.8,100.58,55.9,0.813381771,0.009814658,0.005592731,0.042902782
42140,10,1.34E-04,87,39.7,52917,12.8,100.34,52.4,0.844264099,0.007936726,0.029188446,0.011437414
42200,24,1.13E-04,79.1,31.3,62779,9.9,100.63,54.7,0.73870317,0.01985078,0.010704724,0.050160547
42220,11,4.44E-05,86.7,32.2,63356,7.4,100.39,52.4,0.799544176,0.015689203,0.013133143,0.040236405
42340,21,1.15E-04,88.1,29.1,49535,12.1,100.88,54.9,0.608445648,0.337080453,0.002647177,0.021520622
42540,23,7.97E-05,88.6,22.6,45258,10.6,98.19,52.8,0.923000857,0.032076467,0.001785971,0.012567484
42660,112,6.37E-05,91.5,38,67745,7.6,100.73,49.7,0.730471536,0.05553257,0.009598166,0.115989771
42680,2,2.77E-05,87,26.6,44772,10.2,100.67,46.6,0.867203421,0.090494848,0.002224518,0.011718189
42700,0,0,81,14.9,35560,13.8,99.44,46.2,0.850552022,0.096402951,0.006095141,0.013899771
43100,3,5.23E-05,90.6,22.4,52920,6.8,99.1,44.4,0.908604157,0.01476114,0.003766217,0.046808695
43300,1,1.61E-05,86.3,19.6,46429,11.7,99.28,48.1,0.857715266,0.057547076,0.012754345,0.009102002
43340,33,1.43E-04,85.1,21.8,43626,14.4,99.03,56.8,0.569818428,0.386121574,0.005018608,0.010747716
43420,0,0,85.8,22.5,45755,12.5,98.16,49.6,0.797722798,0.037935561,0.012034677,0.016918756
43580,7,8.20E-05,85.7,20.2,49870,9.9,99.29,47,0.854675243,0.022667126,0.014852308,0.020732706
43620,12,1.03E-04,91.7,30.6,56012,6.6,101.14,46.1,0.897835294,0.030772193,0.020380749,0.014900535
43780,20,1.22E-04,87.7,24.7,44535,13,99.31,51.9,0.811254727,0.11600597,0.004063893,0.016854496
43900,20,1.23E-04,81.8,20.5,41817,13.6,99.7,50.4,0.725188105,0.214967199,0.00220367,0.019398636
44060,5,1.87E-05,92.3,27.3,48381,10.2,99.79,49.8,0.893703764,0.017450467,0.016445377,0.021446311
44100,0,0,92.1,31.9,55640,10.2,99.17,50.5,0.843024138,0.114948141,0.001507423,0.015979636
44140,16,4.91E-05,86,28.8,51935,11.8,99.26,57.7,0.808342582,0.071773239,0.002879514,0.027602012
44180,9,4.00E-05,89,25.5,42653,12.7,99.77,47.8,0.930268677,0.020235801,0.004521029,0.011361524
44220,11,1.55E-04,86.1,17.6,43136,13.4,98.28,51.2,0.86346842,0.08702627,0.002025217,0.005908698
44300,0,0,92.7,40.4,50336,7.2,99.84,58.1,0.89330571,0.031464457,0.002201217,0.051799819
44420,0,0,84.2,21.4,47935,9.2,100.18,47.8,0.888152911,0.073652937,0.003408689,0.006632215
44700,31,8.91E-05,77.3,18.1,53380,14.2,100.73,51.7,0.587565658,0.071988828,0.009198228,0.143391948
44940,8,1.44E-04,82.3,19.2,41366,14.2,99.04,55,0.487900042,0.463978819,0.002536114,0.012476195
45060,27,7.94E-05,89.3,29.4,52981,10.3,99.11,54.1,0.854325379,0.080790163,0.006302146,0.025093754
45220,2,1.05E-05,88.8,36.2,45516,12.9,98.68,59.9,0.612281776,0.326837965,0.003147444,0.024014435
45300,114,7.84E-05,87.6,26.3,46497,11.1,100.29,53.1,0.799130688,0.119776564,0.003911336,0.029854489
45460,13,1.53E-04,86.7,18.2,42314,13.4,98.59,52.9,0.910778103,0.048396454,0.00252367,0.012073007
45500,4,5.36E-05,86,16.7,41882,15.1,98.43,52.1,0.710748671,0.235454412,0.007030089,0.006949745
45540,0,0,87.8,25.2,48493,7.1,104.31,36.3,0.878253005,0.092786229,0.00248961,0.008037883
45780,39,1.24E-04,88.9,24.1,44556,14.1,98.75,54.7,0.792126175,0.142848235,0.002743516,0.015310852
45820,6,5.01E-05,90.8,26.6,49761,10.6,98.24,47.4,0.84960421,0.063206729,0.013187292,0.00965872
45940,12,6.38E-05,87.3,38.8,73480,7.7,99.44,53,0.623300027,0.201549061,0.002002206,0.092965384
46060,22,4.39E-05,87.2,29.8,45841,13.3,99.99,54.2,0.793128116,0.036266416,0.031939697,0.02704858
46140,30,6.23E-05,88.2,25.7,48573,11.3,100.13,48.3,0.728368094,0.081194584,0.069062024,0.018131702
46220,5,4.17E-05,85.3,24.4,42642,14.8,100.15,57.5,0.643428734,0.33013271,0.001608216,0.011615373
46340,7,6.38E-05,85.2,24.5,47432,11.6,100.34,49.2,0.765519939,0.18058494,0.004542306,0.012222761
46520,0,0,90.3,32.1,72764,6.9,99.15,49.5,0.21294152,0.023060545,0.002100183,0.435597163
46540,10,6.65E-05,87.1,22,47897,11.3,98.01,53.2,0.888154061,0.047566587,0.002136394,0.025586504
46660,9,1.25E-04,82.3,20.2,36798,17.7,99.62,56.5,0.593540227,0.340109665,0.000925651,0.014640833
46700,21,1.00E-04,87.2,24.3,67177,10,100.52,51.8,0.535529576,0.140287304,0.005965134,0.146863571
47020,3,6.16E-05,82.1,16.1,50454,13.1,100.04,49.3,0.818089335,0.059738435,0.003922432,0.011033152
47220,1,1.31E-05,77,14.3,50750,14.2,98.92,58.9,0.623285582,0.207376289,0.009317283,0.011656138
47260,41,4.77E-05,89.9,28.7,58844,8.9,98.48,52.3,0.604712724,0.310049294,0.003252503,0.03620698
47300,34,1.53E-04,68,13.3,42708,21.7,100.48,50.7,0.804036324,0.016798614,0.013111113,0.033505432
47380,11,8.38E-05,81.7,20.9,41163,15.5,98.63,54.5,0.767663262,0.153257396,0.004085714,0.014237262
47460,0,0,87.9,25.4,46195,13,99.96,51.5,0.877723031,0.015526228,0.012500198,0.014480584
47580,11,1.17E-04,87.1,22.3,51979,13.3,98.78,49.7,0.606628266,0.317656924,0.000953628,0.021445679
47900,110,3.73E-05,90.1,47.9,90540,5.6,101.08,51.1,0.560613301,0.255408008,0.003570554,0.093324744
47940,3,3.48E-05,90.5,25.4,48637,9.4,98.93,50.4,0.885238692,0.073601512,0.001527298,0.012158958
48060,0,0,88.1,20,46484,12.2,97.84,46.1,0.871054348,0.048834196,0.0043363,0.013957467
48140,4,5.97E-05,90,22.2,53363,6.9,99.27,42.8,0.917894079,0.005970393,0.002773296,0.05299003
48260,2,3.13E-05,88.8,15.4,40598,11.8,98.08,49.7,0.937305981,0.041790609,0.001507574,0.00374462
48300,3,5.35E-05,82.2,21.6,51488,9.7,100.21,43.4,0.836697838,0.002842992,0.011756397,0.007429328
48540,3,4.03E-05,88.8,18.7,41192,10.6,97.9,49.3,0.945899609,0.030159335,0.001170179,0.005687617
48620,12,3.75E-05,89.2,27.8,50556,10.4,99.51,48.4,0.819503333,0.074111402,0.008562131,0.033474456
48660,4,5.44E-05,85.6,20,46401,11,97.44,50.8,0.829353979,0.091500842,0.007901261,0.018513608
48700,8,1.35E-04,87.6,18.8,45430,9.5,96.2,50.4,0.924110665,0.047897156,0.001680903,0.006097561
48900,10,7.51E-05,89.8,33.5,48783,11.3,101.02,52.6,0.797174913,0.152500818,0.004156804,0.012150954
49020,2,3.07E-05,84,24,51512,6.5,99.6,49.1,0.898525265,0.050552448,0.001124929,0.013930624
49180,13,3.89E-05,84.2,25.2,44832,12.8,99.78,48.8,0.761084983,0.176243694,0.003123011,0.014904152
49340,12,2.57E-05,89,32.3,64443,8.1,99.32,51,0.866832536,0.040202953,0.002170931,0.037669295
49420,4,3.28E-05,71,15.5,43506,17.6,100.1,51.2,0.743895461,0.008207509,0.039382148,0.010520981
49620,8,3.62E-05,88.1,22,58745,7.2,99.53,45.5,0.886347542,0.054127639,0.001370494,0.013125116
49660,8,2.77E-05,88.3,19.3,42507,12.6,98.07,52.1,0.859074115,0.108871226,0.001464715,0.006723808
49700,12,1.44E-04,78.6,16.6,47778,14.9,99.39,48.2,0.680893398,0.023452298,0.014818267,0.111955593
49740,3,3.06E-05,71.9,14.3,41595,16.7,100.34,43.6,0.766276768,0.021755951,0.013676605,0.010908123
