MSA,NUM,PercentbyFemale,Percent by fertility,HighSchool,Bachelor,MedianIncome,Poverty,Insurance,Unmarried,White,Black,AmericanIndian,Asian
24340,19,4.84E-05,0.001705106,88.8,27.2,50491,11.3,99.38,48,0.846106138,0.079373719,0.004396784,0.018930489
24500,5,0.000122166,0.004570384,90.3,23,43817,11.4,97.85,45.9,0.894360477,0.011704904,0.043311835,0.005747834
24540,10,7.90E-05,0.002249213,85,25.8,56589,9.9,99.49,44.2,0.888724995,0.008664889,0.009015902,0.012912539
24580,8,5.19E-05,0.001812415,90,23.4,53206,7.5,99.25,46,0.904540387,0.017394819,0.022007576,0.022917088
24660,34,9.03E-05,0.003358688,84.3,26.4,43913,12.6,99.29,51.8,0.659669689,0.256275469,0.004525074,0.03031855
24780,4,4.05E-05,0.001467351,84.1,25.6,40478,15.3,99.36,59,0.585374227,0.34270111,0.002973534,0.014223316
24860,76,0.000232202,0.009400124,83.9,27.8,45861,11.8,99.31,50.4,0.782646883,0.165828272,0.002426725,0.017445802
25020,0,0,0,70,18,16583,46.4,99.9,63.2,0.597914708,0.141673709,0.005141817,0
25060,14,0.000111119,0.003690037,85.4,21,43549,15.4,98.33,51.9,0.744630941,0.195415734,0.002970246,0.024182282
25180,10,7.45E-05,0.002788622,85,18.7,52524,8.9,98.97,49,0.871782327,0.082194523,0.002238704,0.012042298
25260,20,0.000300829,0.007905138,71.3,12.4,48761,17.1,98.39,52.4,0.729935124,0.068889737,0.01250806,0.037747891
25420,58,0.000206464,0.008321377,89.5,28.6,57368,7.4,98.83,49,0.830301132,0.099862294,0.001500922,0.027404571
25500,6,9.24E-05,0.003428571,80.5,26.9,47143,9.4,99.24,53,0.913354493,0.038892788,0.002926728,0.019881017
25540,113,0.000181807,0.007592045,89.1,35.3,68410,7.2,98.86,51.6,0.775602668,0.106672281,0.002136583,0.039919754
25620,10,0.000134693,0.004701457,85.5,27,40403,17.1,98.97,53.1,0.684099878,0.285224376,0.001508643,0.009072813
25860,18,9.77E-05,0.004716981,78.7,16.6,40446,12.5,99.08,48.8,0.856472325,0.068935531,0.00327546,0.025015842
25980,2,4.98E-05,0.001144165,87.9,16.5,43883,15.2,97.49,44.6,0.510037776,0.38712082,0.004409294,0.01824361
26100,7,5.19E-05,0.001931567,90.7,29.3,55760,6.5,99.33,41.7,0.895100723,0.014593992,0.004206393,0.026529726
26180,4,8.40E-06,0.000273841,90.4,31.5,72292,6.7,98.29,49.6,0.211315777,0.021170103,0.002164958,0.440793957
26300,2,4.03E-05,0.001939864,86,20.4,38680,14.2,98.45,48.6,0.853141331,0.083564505,0.006223441,0.008768922
26380,22,0.000208729,0.006937874,74.3,14.4,50016,11.9,99.3,49.9,0.751031862,0.161604659,0.04065943,0.009057318
26420,599,0.000199885,0.005931515,80.8,28.9,57426,12.6,99.51,49.4,0.656320357,0.172068839,0.00419595,0.066351459
26580,42,0.000285179,0.013522215,84.1,18.2,38797,14.3,98.91,49.9,0.948115474,0.02687356,0.002068,0.00523963
26620,18,8.51E-05,0.003409737,87.8,34.5,55614,9.4,99.39,48.4,0.719415562,0.217652294,0.006442984,0.02156115
26820,19,0.000291197,0.007733008,90.6,25.5,51614,9.1,99.62,40,0.927726585,0.005748672,0.005618021,0.005740987
26900,175,0.000194222,0.006651969,88.4,31.3,53324,10,99.09,49.8,0.77836118,0.149256929,0.0021423,0.022215138
26980,14,0.000181903,0.006996502,94,46.1,53756,6.7,99.3,54.8,0.87033874,0.041116877,0.00198837,0.047544852
27060,6,0.0001165,0.005607477,93.1,49.9,50539,7.8,99.42,62.1,0.828709265,0.039076499,0.003052082,0.092458403
27100,1,1.27E-05,0.000486618,88.8,18.5,46572,12.1,99.18,50.4,0.878258048,0.080745303,0.005996618,0.007338213
27140,44,0.000155355,0.005414052,86,29.4,45976,14.3,98.78,55.6,0.494524292,0.477623754,0.001562639,0.010969909
27180,6,9.97E-05,0.003838772,84.8,22.6,42311,13.5,98.9,53.6,0.64431094,0.324198611,0.002060529,0.009885323
27260,64,9.25E-05,0.003954279,88.5,27,52881,10.4,99.09,51.6,0.70698376,0.216958336,0.002854432,0.034469621
27340,3,3.68E-05,0.000670391,89.6,18.3,45812,11.1,97.46,46.3,0.745280827,0.164472603,0.00668703,0.017403279
27500,6,7.35E-05,0.002767528,87.3,19.5,50316,10,99.16,47.4,0.903639402,0.039088029,0.002837437,0.010302078
27620,16,0.000219644,0.008028098,87.7,25.7,52437,8,98.98,46.9,0.885017468,0.075113443,0.003928681,0.007750278
27740,14,0.000137894,0.006866111,82.8,23.3,39098,14.5,98.72,47.7,0.941275962,0.028531446,0.00253199,0.007892962
27780,20,0.000276014,0.015060241,88.7,17.9,41668,9.8,98.74,50.5,0.940713862,0.035323262,0.000795506,0.00539409
27860,6,9.64E-05,0.002557545,82.2,20.5,38977,16.9,99.01,50.1,0.850241307,0.119886153,0.003027678,0.010147259
27900,5,5.60E-05,0.002346316,83.3,19.2,40767,13.1,99.13,47,0.9113079,0.015765959,0.019072463,0.010394321
28020,20,0.000120199,0.00538648,90.5,29.9,45612,12.3,99.26,52.5,0.8365259,0.096046235,0.005822189,0.01856798
28100,10,0.000173608,0.00565931,85.6,16.9,49994,12.5,98.7,53.1,0.793213749,0.148634797,0.001484492,0.010700716
28140,112,0.000107798,0.003799701,90.3,32.8,56826,8.8,99.15,48.3,0.796655408,0.123851322,0.004349522,0.023149463
28420,9,7.18E-05,0.002231036,83.5,24.7,57508,11.7,99.65,46.3,0.74672575,0.015603847,0.009409533,0.024592293
28660,36,0.000175843,0.005193306,88.8,20.1,49990,11.3,95.53,47.2,0.688110027,0.195780341,0.006102731,0.026207729
28700,18,0.000113234,0.005405405,82,18.6,38925,12.6,98.98,43.8,0.957393841,0.017397272,0.003577221,0.005254145
28740,12,0.00013076,0.006237006,88.3,29.5,58934,7.7,98.85,51.9,0.876766968,0.057189507,0.002323084,0.01715466
28940,41,0.000114156,0.00533368,87.6,29.1,46422,10.3,99.12,47.4,0.892864653,0.066525818,0.00212989,0.014779065
29020,3,5.86E-05,0.002590674,88.4,19.1,45702,10.4,98.81,44.1,0.902388927,0.060132954,0.001507624,0.009440358
29100,3,4.39E-05,0.001936733,93.3,28.3,51156,7,98.78,50,0.928319835,0.014590298,0.003799011,0.036045738
29140,16,0.000160691,0.005481329,90.2,32.2,44864,10.4,99.05,55.7,0.874113668,0.034390174,0.001518013,0.053798
29180,33,0.000235435,0.007244786,83.3,24.7,48185,12.7,99.18,53.8,0.693369107,0.266451295,0.003256128,0.013637774
29340,28,0.000274018,0.01038961,83.7,19.6,44924,12.5,99.09,51,0.7207904,0.241556708,0.004306343,0.010841142
29420,5,4.99E-05,0.002635741,83.7,12.2,39383,12.9,99.6,47.6,0.89132574,0.010033993,0.015217478,0.010267573
29460,26,8.44E-05,0.002955217,82.1,18.2,43606,13.4,99.29,49,0.787310483,0.147298375,0.003213897,0.01670631
29540,41,0.000154217,0.005268568,83.6,23.5,56172,7.2,98.63,43.7,0.899388936,0.035411694,0.001629119,0.019332081
29620,14,5.87E-05,0.002393572,92,31.7,50185,10.3,99.41,53.9,0.821180817,0.083988219,0.003326458,0.037910855
29700,14,0.000108625,0.00269179,64.1,16.9,38421,25.8,99.67,51.7,0.931056248,0.003056088,0.003219879,0.007590284
29740,19,0.000178565,0.005993691,76.9,26,38462,20.7,99.56,52.3,0.895442398,0.015996628,0.011231166,0.011389216
29820,64,6.59E-05,0.002150249,83.7,22.1,54218,10.7,99.48,53.7,0.684396603,0.104295998,0.005954656,0.086696512
29940,8,0.000143934,0.005801305,95,48.4,48395,8.2,99.4,59.8,0.853600785,0.037975025,0.022660773,0.038722282
30020,4,6.73E-05,0.001855288,88.9,20.3,46320,13,97.05,51.5,0.650969529,0.169243142,0.053200218,0.021592026
30140,15,0.000219128,0.008715863,85.2,19.1,54259,7.6,98.34,44.9,0.893590262,0.019045052,0.0009807,0.010083996
30300,1,3.24E-05,0.00155521,89.4,19.2,44226,8.5,98.61,48.5,0.913836147,0.00354773,0.037530386,0.007423954
30340,10,0.000182096,0.006784261,87.6,18.6,44826,10.7,98.96,51,0.929708814,0.017398809,0.001614609,0.006263571
30460,62,0.000257484,0.009368389,87.2,34,49497,11.8,99.14,51.7,0.820296676,0.107802966,0.002167138,0.024054176
30620,11,0.000208657,0.007069409,88.4,16.5,43194,13.5,98.58,52.2,0.835509385,0.119712667,0.002535846,0.006834529
30700,8,5.30E-05,0.001466007,93.5,35.4,52320,8.3,99.29,50.3,0.891220304,0.035021804,0.006267442,0.034879962
30780,18,5.00E-05,0.002079482,88.5,27.4,48377,10.5,99.05,50.1,0.72922397,0.222264863,0.003988861,0.015610199
30860,2,3.20E-05,0.000801282,91.9,33.8,48936,10.6,99.65,41.2,0.924531778,0.005391159,0.006424532,0.017431149
30980,25,0.000233691,0.007094211,81.6,17.2,45565,12.2,98.31,48.8,0.767234452,0.173895575,0.004938145,0.009236246
31020,5,9.69E-05,0.003225806,86.7,15.4,46568,12.6,99.03,48.8,0.904619241,0.005051988,0.017133682,0.013246784
31080,594,9.12E-05,0.003361211,78.1,31.1,60583,12.4,99.47,55,0.553257366,0.069105225,0.004846265,0.148313262
31140,82,0.000124766,0.004650899,87.2,25.4,49435,11.2,98.87,50.7,0.814504807,0.136352345,0.001868875,0.015897118
31180,16,0.000111141,0.003935071,83.6,27.1,43800,13.7,99.14,55.2,0.801018848,0.070018528,0.003976248,0.019705455
31340,16,0.000121939,0.005485087,84.1,22.6,45953,10.5,99,50.4,0.784609598,0.17492873,0.002815173,0.012987013
31420,20,0.000164916,0.006640106,82.1,20.8,40241,17.1,99.02,56,0.527841763,0.432482703,0.002079575,0.012955364
31460,8,0.000102488,0.003160806,68,13.9,47937,15.8,90.23,51.8,0.808936693,0.034843807,0.017594529,0.019998008
31540,20,6.96E-05,0.002617458,94.3,42.1,61006,6.1,99.28,50,0.874149928,0.044895013,0.002544302,0.041462308
31700,25,0.000123441,0.005426525,90.6,35.3,70472,5.6,98.93,47.2,0.91286484,0.020745398,0.001583142,0.033383113
31740,11,0.000176943,0.004986401,93.9,34.8,46858,7.6,97.69,51.7,0.820276209,0.085040382,0.005350275,0.036605905
31860,4,8.28E-05,0.002695418,93.8,31.6,52883,7.3,99.29,53.8,0.930678527,0.024896566,0.002854779,0.017345883
31900,9,0.00014658,0.00648415,85.6,15,42894,11.5,98.77,50,0.872970407,0.089133128,0.002832177,0.005720677
32420,0,0,0,66.1,21.3,16178,42.4,99.69,63.1,0.593515362,0.03670158,0.000443895,0.001794467
32580,75,0.000188846,0.004877414,61.2,15.6,33218,30.9,99.73,47,0.861271005,0.005011487,0.003430474,0.01016107
32780,0,0,0,89.4,24.4,43664,12.2,99.64,48,0.919779189,0.005760929,0.008427753,0.009999362
32820,71,0.000103629,0.002299595,85.2,25.4,47477,14.6,99.24,57.1,0.486774603,0.453268545,0.002398821,0.018874771
32900,21,0.000165007,0.004600219,66.6,12.5,43565,20.3,99.61,52.1,0.676530238,0.038198426,0.010226289,0.075187794
33100,252,8.73E-05,0.003597328,83.3,29,48582,12.5,99.43,55.6,0.717068066,0.210240721,0.001809836,0.02317294
33140,4,7.44E-05,0.002923977,86.4,16.8,47754,11.9,99.1,50.9,0.856666816,0.106489424,0.002236493,0.005164593
33260,28,0.000397931,0.01260126,82,22.9,59391,7.7,99.18,45,0.851919522,0.066793287,0.005437922,0.014038939
33340,81,0.000101407,0.003834864,89.4,31.7,53966,10.7,99.28,52.6,0.751964662,0.165910949,0.004149639,0.029174839
33460,174,0.000104462,0.003495661,92.8,38.4,66751,6.7,99.31,48.1,0.818855291,0.073090797,0.006110956,0.05757213
33540,8,0.000147373,0.007582938,94.4,39,44653,8.6,99.65,54.1,0.93015667,0.004140692,0.025694229,0.011014424
33660,9,4.20E-05,0.001578117,83.6,20.3,42973,15.9,99.22,53.8,0.607855502,0.347642597,0.008350776,0.018777726
33700,32,0.000122929,0.00368197,76,16.3,49866,15.6,99.48,50,0.772769187,0.028135465,0.009791988,0.051656426
33740,26,0.000283471,0.009520322,83.5,21.5,38634,19.2,99.13,55.8,0.619122941,0.353947331,0.002948096,0.00767072
33780,7,9.10E-05,0.00315742,89.1,17.6,54588,8.5,99.39,44.3,0.947013373,0.020257463,0.003395988,0.005666561
33860,18,9.23E-05,0.003085362,85.2,26.9,47317,13.9,98.3,55.3,0.532728243,0.42626268,0.003764015,0.014869194
34060,12,0.000190694,0.007777058,87.5,29.7,42751,9.7,98.61,57.9,0.921617085,0.033113144,0.001370411,0.024628911
34100,4,5.73E-05,0.002583979,77.8,13.8,37677,14.6,98.89,45.6,0.938821498,0.030047848,0.001799798,0.003263049
34580,5,8.47E-05,0.003078818,88.3,23.6,56457,8.5,99.44,45.1,0.874981851,0.006012623,0.016585957,0.018003707
34620,3,4.92E-05,0.002403846,86,22.2,38215,12.2,98.4,56.2,0.891672839,0.046901472,0.002341242,0.011331614
34740,8,9.24E-05,0.003303055,87.6,16.8,40843,15.5,99.39,50.9,0.805781491,0.139774679,0.005921225,0.006247271
34820,12,8.66E-05,0.003762935,87.3,22.2,42183,12.8,99.6,48.4,0.797278394,0.135559878,0.00299325,0.011703569
34900,7,0.000102282,0.003816794,82.6,31.2,69571,6.9,98.75,48,0.800569363,0.020183835,0.007164603,0.069157812
34940,8,4.88E-05,0.002538071,85.1,31.4,56104,8.9,99.62,45.3,0.873069838,0.066379641,0.002256234,0.011784959
34980,118,0.000144694,0.00537096,86.9,30.8,52779,10.3,99.27,49.3,0.780974569,0.153681021,0.002457608,0.02337015
35300,52,0.000116522,0.00499184,88,32.7,62234,9.1,98.87,53.7,0.754739575,0.124603511,0.002541246,0.035706363
35380,63,0.000105152,0.003833516,84.8,26.5,47429,13.6,99.38,56.3,0.588668461,0.340416152,0.004686239,0.0280128
35620,991,0.000101061,0.003880507,84.6,36.3,65791,10.7,99.24,53.9,0.598268578,0.175377379,0.002829354,0.100706141
35660,6,7.45E-05,0.003157895,87.3,24.2,43471,12.4,99.06,49.3,0.77944488,0.152737642,0.004044425,0.016573211
35840,22,6.00E-05,0.003260225,89.6,28.2,48450,8.8,99.03,47.1,0.877485599,0.064752812,0.002308195,0.015193255
35980,15,0.000109277,0.005313496,90.5,31.2,68310,5.6,97.86,49.1,0.827307168,0.054193473,0.005377699,0.043324821
36100,7,4.05E-05,0.00173913,84.8,17.1,39770,12.5,98.27,46,0.816047014,0.124019916,0.003798342,0.013687283
36140,3,6.03E-05,0.002952756,89.3,27.6,56370,6.5,98.38,43.8,0.907956736,0.048305443,0.005392475,0.009733263
36220,26,0.000372343,0.008427877,73.2,13.2,50851,12.8,99.47,50.5,0.849529282,0.042896529,0.007257965,0.007301383
36260,40,0.000147059,0.00371471,92.5,28.8,62637,7.2,99.36,40.6,0.894931172,0.013089278,0.006059343,0.015946217
36420,71,0.00011135,0.00341938,87.5,27.9,49534,11.2,99.11,49.4,0.741425056,0.101347153,0.035836038,0.028137225
36500,6,4.64E-05,0.001604707,92.9,32,63224,7,99.16,47.3,0.835790975,0.027035379,0.013743513,0.056198249
36540,33,7.52E-05,0.002397559,91,32.7,56727,8.2,99.02,48,0.840590499,0.076870786,0.005380551,0.020421165
36740,95,8.67E-05,0.003313568,87.6,27.6,49263,11,99.48,52.8,0.721248651,0.160367193,0.002946636,0.039532319
36780,11,0.000132235,0.004835165,90.8,25,51603,6.8,99.21,50.8,0.931388636,0.017331002,0.005737077,0.022618934
36980,15,0.000254825,0.012116317,86.9,17.7,45185,11.1,98.17,47.3,0.926166491,0.042114703,0.001105761,0.005763889
37100,57,0.000137683,0.004982517,82.7,31.2,76483,7.7,99.49,48.5,0.729516744,0.017981415,0.010613835,0.069566623
37340,12,4.32E-05,0.002261591,90.3,26.2,49099,8.6,99.02,49.2,0.836889888,0.09966196,0.002714979,0.020319143
37380,5,0.000100227,0.004651163,89.8,23.5,48134,9.5,99.52,44.7,0.808296957,0.11493223,0.002031525,0.020867409
37460,6,7.03E-05,0.002649007,87.4,21.3,47364,10.1,98.26,49.1,0.824777902,0.105411436,0.005149239,0.019868961
37620,9,0.000108385,0.004817987,88.6,17,43007,10.9,98.75,45.6,0.964928851,0.009568787,0.001228509,0.005389388
37700,12,0.000146857,0.005655042,85.7,18,49174,11.7,99.15,49.1,0.754334636,0.197655686,0.002357894,0.018727355
37860,14,6.17E-05,0.002338791,87.9,24.1,48489,11.1,98.08,51.7,0.755534904,0.165266069,0.006290519,0.026117933
37900,47,0.000242613,0.009248327,90.6,26,53925,8.9,98.58,47.6,0.861319764,0.09125964,0.001963651,0.019042667
37980,248,8.03E-05,0.00320965,88.4,33.1,61927,8.9,99.1,53.9,0.688457638,0.207486105,0.001925813,0.049960879
38060,183,8.65E-05,0.002936693,86,28.5,54022,11.5,99.51,50.7,0.807406216,0.049771353,0.021646989,0.033163088
38220,2,4.08E-05,0.001486989,81.4,16.1,37328,18.1,98.55,58.7,0.493650189,0.47680764,0.001284006,0.006399968
38300,183,0.000150205,0.007120623,91.5,29.2,50182,8.5,98.96,50.7,0.87847824,0.082241969,0.000995767,0.017865284
38340,3,4.42E-05,0.002358491,91,29.8,47513,8.9,98.38,55,0.927674109,0.026584445,0.002261856,0.012753504
38540,9,0.000198899,0.005928854,91,26.1,45476,10,98.04,46.1,0.906590182,0.006721963,0.032812483,0.011362
38660,0,0,0,70.3,22.1,17225,46.8,99.7,63.2,0.697370811,0.055361565,0.001122668,0.001258874
38860,19,7.17E-05,0.003232942,92.6,35.1,56868,6.7,99.22,48,0.944780539,0.017076124,0.002592171,0.016261219
38900,103,9.12E-05,0.003303082,90.5,34.3,57896,9.3,99.48,49.5,0.822355211,0.028789662,0.009447252,0.057671592
38940,16,7.39E-05,0.003508772,85.8,22.9,45874,10.7,99.38,48.8,0.780196495,0.142789875,0.005233753,0.013518763
39100,70,0.000208524,0.008306633,88,30.4,71066,7.1,98.83,49,0.782448727,0.099310398,0.002773625,0.030765007
39140,1,9.29E-06,0.000473485,90.2,24.4,43652,10.4,99.16,45.9,0.916750284,0.005594472,0.01976524,0.007629686
39300,31,3.75E-05,0.001619729,83.6,28.9,56066,9.2,98.69,54,0.843547692,0.0529256,0.003581042,0.026466859
39340,19,7.23E-05,0.00147527,93.5,35.2,59594,9.6,99.58,40.9,0.914173013,0.005643465,0.006064874,0.013437635
39380,9,0.000111323,0.004608295,86.3,21,41820,13.5,98.2,52.2,0.82077927,0.019789781,0.018985114,0.006506488
39460,5,6.07E-05,0.004269855,88.4,21.1,44596,8.4,99.08,41.9,0.907731637,0.05601696,0.002088789,0.011977803
39540,10,0.000101507,0.004042037,88,22.8,54900,9.2,98.87,48.4,0.814397202,0.106325375,0.003497005,0.012372836
39580,88,0.000151609,0.005350195,89.8,41.7,61919,8.7,99.34,46.7,0.698527527,0.202399651,0.003244462,0.043879084
39660,1,1.59E-05,0.000484262,91.5,26.5,50210,8.2,98.5,46.6,0.851408095,0.009842458,0.074745848,0.010623856
39740,24,0.000114596,0.004526594,84.1,22.3,55021,9.9,98.83,49,0.848236656,0.047490355,0.002067654,0.013223253
39820,15,0.000166203,0.007684426,88.1,19.3,44396,12.6,99.36,49.9,0.875875808,0.009190007,0.023163546,0.026562667
39900,16,7.58E-05,0.002788914,86.6,26.7,54077,10.4,99.58,51.5,0.818886437,0.024381484,0.016006291,0.050683067
40060,57,8.77E-05,0.003536419,86.1,31.7,58577,8,98.92,52.4,0.632810454,0.29969005,0.003942225,0.031055339
40140,193,9.08E-05,0.002903478,78.7,19.6,55928,12.9,99.51,51.5,0.644307962,0.074726306,0.01032378,0.061680992
40220,13,8.12E-05,0.003202759,86.1,25.3,49264,9.5,98.9,47.8,0.828145783,0.129065852,0.001511819,0.015887074
40340,5,5.29E-05,0.001959248,93.6,36,65145,4.9,99.32,42.3,0.89196838,0.037795225,0.001713083,0.042859291
40380,20,3.69E-05,0.001588941,89.2,32.2,53155,9.4,98.71,52.6,0.815024285,0.116182553,0.002770927,0.025946725
40420,46,0.000258862,0.010065646,85.6,20.8,49752,12.1,98.9,50.4,0.819791493,0.106929949,0.002470064,0.02199533
40580,4,5.02E-05,0.002126528,80.4,15.8,40159,15.7,98.39,54.5,0.498945968,0.445401125,0.004993478,0.005540257
40660,13,0.000262097,0.010569106,77.2,18.2,41442,15.1,98.49,49.3,0.789738472,0.143070974,0.005405181,0.013201114
40900,139,0.000126649,0.004869334,87.5,30.2,59829,10.3,99.48,51.8,0.66884985,0.071745098,0.00910743,0.120537522
40980,5,4.84E-05,0.002055921,86.8,18.8,42828,13.8,99.08,53.5,0.756390707,0.185164261,0.003589695,0.010964068
41060,4,4.27E-05,0.001554002,90.7,23.4,53355,7.6,99.35,47.7,0.927478067,0.028866875,0.003780438,0.017721465
41100,6,8.50E-05,0.002528445,91.3,25.4,49145,10.1,99.52,37.9,0.92590548,0.004394769,0.013256001,0.00708325
41140,4,6.44E-05,0.002208724,86.1,19.1,45717,9.3,98.46,51.4,0.905988551,0.04349091,0.003947286,0.006573567
41180,155,0.000106893,0.004029637,89.4,30.1,54109,9.6,98.89,50.6,0.768941921,0.182579713,0.001701201,0.020996546
41420,8,4.06E-05,0.001272265,84.4,22.3,47687,13.1,99.51,48.9,0.818260204,0.009085583,0.016579717,0.019105053
