MSA,NUM,PercentbyFemale,Percent by fertility,HighSchool,Bachelor,MedianIncome,Poverty,Unmarried,White,Black,AmericanIndian,Asian
34900,1,0.0000147,0.000496032,82.6,30.7,68641,6.7,47.6,0.812523545,0.020018171,0.020018171,0.068024849
34940,10,0.0000619,0.003278689,85.3,31.6,56876,8.7,44.4,0.864555574,0.067069266,0.067069266,0.011165714
34980,127,0.00015845,0.005823284,86.3,30.1,52347,9.9,48.9,0.783301369,0.153458174,0.153458174,0.022891167
35300,68,0.000152671,0.006395185,87.8,32.3,62497,8.4,53,0.756710556,0.12273292,0.12273292,0.035133256
35380,78,0.000133296,0.004663677,84.3,26.2,47566,12.8,55.5,0.593153294,0.335596323,0.335596323,0.027649009
35620,1129,0.000115851,0.004393817,84.4,35.9,65288,10.2,53.4,0.598059872,0.175331205,0.175331205,0.099087161
35660,5,0.000062,0.002453386,86.7,23.7,42488,11.8,48.6,0.780897339,0.153874062,0.153874062,0.016950016
35840,16,0.000044,0.002308802,89.1,27.9,48745,8.2,46.4,0.875943976,0.064330427,0.064330427,0.015133629
35980,12,0.0000876,0.003943477,90.1,30.9,67010,5.4,48.5,0.826927235,0.054355036,0.054355036,0.041664987
36100,7,0.0000408,0.001901657,84.8,16.8,40103,11.9,45.5,0.816955468,0.122238716,0.122238716,0.013129355
36140,2,0.0000401,0.001745201,88.9,27.1,55315,6.8,42.7,0.909833959,0.049246903,0.049246903,0.008687606
36220,24,0.000349589,0.00847757,73.1,13.3,50056,13.8,49.4,0.836135601,0.041949168,0.041949168,0.007554687
36260,35,0.000130904,0.003149748,92.3,28.8,62340,6.8,39.8,0.900950135,0.013085743,0.013085743,0.015368075
36420,75,0.000119378,0.003736176,87.4,27.6,48498,10.8,49,0.740694641,0.101310933,0.101310933,0.027540891
36500,2,0.0000157,0.000524934,93,32.5,63129,7.1,46.4,0.834238726,0.027367141,0.027367141,0.054347695
36540,26,0.0000599,0.001844102,91,32.2,56346,7.9,47.6,0.841724459,0.0760165,0.0760165,0.018809374
36740,99,0.0000918,0.003430235,87.4,27.8,50433,9.9,51.7,0.719016393,0.157308921,0.157308921,0.039756346
36780,12,0.000145106,0.005695301,90.2,24.3,51596,6.7,50.1,0.931947263,0.016954461,0.016954461,0.023115887
36980,7,0.000119391,0.005422153,86.4,17.3,44518,10.9,46.6,0.926259575,0.040455242,0.040455242,0.005357846
37100,27,0.0000658,0.002284457,82.5,31,76728,7.2,47.8,0.70895194,0.017695481,0.017695481,0.068930855
37340,17,0.0000614,0.003099927,90.3,26.4,50068,7.6,48.6,0.835989822,0.099354625,0.099354625,0.019447927
37380,2,0.0000409,0.001834862,90.1,22,48708,9,42.5,0.818830681,0.112600735,0.112600735,0.020522921
37460,4,0.0000474,0.001706485,87.1,21,48225,9.1,48,0.826961735,0.104071103,0.104071103,0.021897462
37620,10,0.000120262,0.005367687,87.7,16.6,42395,11.1,45.5,0.967127004,0.009438964,0.009438964,0.005252774
37700,9,0.000111114,0.004466501,85,17.5,48968,11.1,47.2,0.756172609,0.199643195,0.199643195,0.019077279
37860,10,0.0000444,0.001686056,87.9,24.1,48075,10.7,51.1,0.757933716,0.165727508,0.165727508,0.025034562
37900,56,0.000289872,0.011162049,90.2,25.5,53219,8.4,47.3,0.862575508,0.091009001,0.091009001,0.017668977
37980,213,0.0000693,0.002742301,88.1,32.6,61496,8.6,53.5,0.691858012,0.206772681,0.206772681,0.048856543
38060,244,0.000117139,0.003795952,85.6,28.1,54732,10.8,49.7,0.802635995,0.048381442,0.048381442,0.032515976
38220,4,0.0000808,0.002828854,81.1,15.5,37158,17,58.5,0.49697729,0.475341049,0.475341049,0.006741439
38300,156,0.000127932,0.006063433,91,28.7,49246,8.3,50.2,0.880227028,0.081685695,0.081685695,0.017303222
38340,4,0.0000587,0.003108003,90.7,30.2,48705,8.3,54.6,0.931390555,0.0270917,0.0270917,0.012345585
38540,5,0.000111272,0.003099814,90.1,26.1,45080,10.7,44.9,0.905235959,0.006263912,0.006263912,0.01024597
38660,0,0,0,69.8,21.8,16950,46.7,62.4,0.695922888,0.048418755,0.048418755,0.001661468
38860,27,0.000102257,0.00448356,92.5,34.7,56961,6.3,47.3,0.946698123,0.016929011,0.016929011,0.016125738
38900,94,0.0000843,0.003060892,90.2,33.9,57307,8.9,49.2,0.824236362,0.028510163,0.028510163,0.056570399
38940,11,0.0000514,0.00229741,85.2,22.3,47306,9.4,47.8,0.784712487,0.140418351,0.140418351,0.013401623
39100,61,0.000182145,0.007320293,88,30.2,70694,7.1,48.7,0.782613377,0.098273451,0.098273451,0.02985905
39140,3,0.0000279,0.001290323,89.8,24.2,44084,10,45.7,0.910424117,0.00538328,0.00538328,0.007185612
39300,29,0.000035,0.001498011,83,28.7,55924,8.9,53.2,0.846006655,0.051174572,0.051174572,0.026090638
39340,18,0.0000704,0.001425517,93.5,35.4,59104,8.7,40.9,0.910707945,0.005954495,0.005954495,0.014252157
39380,5,0.0000623,0.002483855,85.7,21.5,41273,13.8,51.9,0.824212072,0.019215428,0.019215428,0.006768136
39460,4,0.0000486,0.00357462,88.4,20.9,45112,7.9,41.6,0.904612886,0.055036072,0.055036072,0.011455698
39540,3,0.0000305,0.001143293,87.7,22.5,54356,8.3,47.8,0.811330623,0.107650657,0.107650657,0.012393029
39580,86,0.000152299,0.00521813,89.7,41.9,61407,8,46,0.694965066,0.202280121,0.202280121,0.042818354
39660,3,0.0000481,0.001551189,91.8,26.5,48155,8.7,45.7,0.852518101,0.010179727,0.010179727,0.011028705
39740,29,0.000138992,0.005496588,83.8,22.1,54823,9.4,48.3,0.845197059,0.045986075,0.045986075,0.0129094
39820,9,0.0000999,0.004407444,87.6,19.7,44058,12.8,50.2,0.879027935,0.009309884,0.009309884,0.026005608
39900,12,0.0000574,0.002126528,86.5,26.9,55860,8.9,50.8,0.80792005,0.025192834,0.025192834,0.050658266
40060,72,0.000111862,0.004707113,85.8,31.2,58889,7.8,51.7,0.636195185,0.298293399,0.298293399,0.030568683
40140,154,0.0000734,0.002350105,78.6,19.6,57096,11.7,50.7,0.637300948,0.074687863,0.074687863,0.060913109
40220,12,0.0000753,0.003206841,85.6,25.2,49540,8.7,47.6,0.830258675,0.129647439,0.129647439,0.015452071
40340,1,0.0000107,0.000396825,93.4,35.9,64453,4.8,41.6,0.894927301,0.036739691,0.036739691,0.041636872
40380,16,0.0000296,0.001246009,88.6,31.9,52777,9.4,52.3,0.817348763,0.115481914,0.115481914,0.025359381
40420,47,0.000264314,0.01051219,85.3,21,49724,11.7,49.8,0.824782149,0.107668987,0.107668987,0.021058694
40580,6,0.0000756,0.003009027,80.4,15.9,40667,14.4,53.1,0.502687995,0.445130569,0.445130569,0.005428824
40660,8,0.000161806,0.006902502,76.8,18.1,43129,13.8,49.4,0.796859697,0.140136281,0.140136281,0.013628123
40900,145,0.000133545,0.005046638,87.2,30,60479,9.4,51.1,0.669523339,0.072732273,0.072732273,0.119282373
40980,5,0.0000482,0.001914975,86.8,18.6,43258,13.9,53.4,0.757848337,0.186996886,0.186996886,0.011318521
41060,1,0.0000107,0.000375516,90.4,22.8,52625,7.4,47.8,0.928948182,0.026985412,0.026985412,0.018450243
41100,4,0.0000577,0.001555815,91.1,24.9,50307,8.4,36.7,0.925675084,0.003751277,0.003751277,0.007714202
41140,3,0.0000483,0.001533742,86.5,18.5,45051,8.8,50.7,0.903804863,0.04177455,0.04177455,0.005786233
41180,171,0.000118259,0.004405627,88.9,29.6,54149,9,50.2,0.770574543,0.182660702,0.182660702,0.020546527
41420,9,0.0000461,0.001414427,83.9,22.1,47574,12.1,48.2,0.820930281,0.008675604,0.008675604,0.018844422
41500,28,0.000140196,0.004238571,70.5,23.2,59737,11.4,51.3,0.720162378,0.031231085,0.031231085,0.061788835
41540,0,0,0,84.5,23.1,49668,9.9,58,0.663789567,0.273547038,0.273547038,0.021928166
41620,53,0.0000962,0.00276618,89,30.4,59930,8,45.8,0.872704574,0.014835313,0.014835313,0.030878509
41660,8,0.000142293,0.004244032,81.8,22.1,43498,11.9,49.1,0.848085595,0.039435754,0.039435754,0.010446318
41700,146,0.000136218,0.004203616,82.4,25.4,50318,12.2,50.1,0.76098405,0.064196837,0.064196837,0.020037407
41740,121,0.0000794,0.002750125,85.3,34.2,63857,9.2,52,0.713071439,0.050337668,0.050337668,0.108895931
41780,4,0.000101479,0.005063291,89.2,20,47466,9,45.7,0.873314945,0.083524339,0.083524339,0.005386996
41860,206,0.0000947,0.003738657,87.3,43.7,76911,6.9,52.2,0.554391092,0.083475193,0.083475193,0.231996821
41900,0,0,0,62.4,18.9,15355,47.3,60.4,0.952162769,0.021064938,0.021064938,0.0000871
41940,90,0.0000995,0.003131415,86.2,44.8,88339,6.3,46.7,0.516473952,0.025278564,0.025278564,0.3090282
41980,3,0.0000023,0.000103033,70.5,23.6,21368,38,60.6,0.69474788,0.087585975,0.087585975,0.004113612
42020,21,0.000160957,0.007206589,88.9,30.8,58630,6.2,51.8,0.839209918,0.021958331,0.021958331,0.032452188
42200,14,0.0000669,0.002627628,80.2,31.3,61896,8.7,53.9,0.763669237,0.018466244,0.018466244,0.049798353
42100,19,0.000146132,0.005799756,84,38.1,66030,8,54.1,0.825864874,0.009861142,0.009861142,0.041695901
42140,11,0.000149719,0.006121313,86.8,39.6,53698,11.3,52.5,0.830692121,0.008269662,0.008269662,0.011778851
42220,17,0.0000699,0.002863399,86.4,31.8,64343,6.7,50.8,0.815950651,0.014963922,0.014963922,0.040223508
42340,34,0.000192306,0.006727345,87.6,27.5,49033,11.1,53.8,0.608880912,0.340900932,0.340900932,0.020887507
42540,38,0.000131392,0.006411338,87.7,21.7,44319,9.9,51.7,0.931163267,0.029634333,0.029634333,0.011291387
42660,104,0.0000609,0.00208396,91.3,37.2,67023,7,49.1,0.738529328,0.054458835,0.054458835,0.112540583
42680,5,0.0000708,0.003313453,86.9,26.4,46363,9.3,45.7,0.875135033,0.088435374,0.088435374,0.011393828
43100,11,0.000191471,0.007719298,90.3,21.6,52993,5.6,43.3,0.906967877,0.015216506,0.015216506,0.045346228
43300,14,0.000227565,0.009641873,85.7,19.8,46993,10.8,47.5,0.842558087,0.055815388,0.055815388,0.008428582
43340,36,0.000174738,0.005807388,85.5,21.6,42398,13.9,56.3,0.567187386,0.389418526,0.389418526,0.01102016
43580,10,0.000138725,0.004361099,84.2,19.8,47348,10.4,47.5,0.836435844,0.022628562,0.022628562,0.023330223
43620,15,0.000132835,0.004428698,91.7,30,55754,6.6,45.1,0.907595667,0.026484951,0.026484951,0.014228003
43780,39,0.000238427,0.010632497,87.3,24.6,45226,11.7,51.4,0.811781407,0.113207547,0.113207547,0.015906591
43900,21,0.000144766,0.004851005,80.4,20.4,43563,12.1,48.2,0.742502049,0.206099149,0.206099149,0.019792247
44060,17,0.000072,0.002905983,92.5,28.6,49257,9.3,49.5,0.896273717,0.017213401,0.017213401,0.022536051
44100,6,0.0000552,0.002388535,91.5,30.6,53682,9.7,50.2,0.849821159,0.109676556,0.109676556,0.015325835
44140,16,0.0000443,0.002010303,86.2,28.7,51751,10.9,56.2,0.82345995,0.06465311,0.06465311,0.024862801
44180,6,0.0000272,0.000906755,88.1,25,43042,11.5,46.3,0.932846321,0.019993393,0.019993393,0.01070134
44220,6,0.0000837,0.003678725,85.4,16.6,44037,11.7,50.3,0.868405125,0.087698693,0.087698693,0.005944575
44300,5,0.0000679,0.003184713,92.9,39.8,48262,5.6,57.7,0.894170503,0.030558848,0.030558848,0.053428865
48260,7,0.000108751,0.005363985,87.8,14.8,39581,11.3,49.2,0.938763706,0.039081014,0.039081014,0.003301603
44700,26,0.0000762,0.002341077,76.6,17.6,53764,13,51,0.592736488,0.074087467,0.074087467,0.143914905
44940,2,0.0000361,0.001319261,81.4,17.8,40542,14.6,54.6,0.495261883,0.469480538,0.469480538,0.012020692
45060,37,0.000108962,0.004634849,88.6,28.6,51606,9.5,53.1,0.861466977,0.07810136,0.07810136,0.02407604
45220,7,0.0000373,0.00154287,88.2,35,45011,13.2,59.9,0.614313329,0.322049908,0.322049908,0.02346839
45300,113,0.0000791,0.003683301,86.9,25.9,46890,10,52,0.807040071,0.117235969,0.117235969,0.029243923
45460,16,0.000188393,0.006980803,86.3,18.3,42170,11.3,51.4,0.915122382,0.047478055,0.047478055,0.011018996
45500,9,0.000133462,0.004331088,84.1,16.7,42229,14.7,51.6,0.711316944,0.237347321,0.237347321,0.006754507
45780,33,0.0000983,0.003781368,88.5,23.5,45495,12.4,53,0.809480386,0.133589483,0.133589483,0.014103028
45820,8,0.0000672,0.002162747,90.8,26.8,49634,9.7,46.4,0.841896587,0.067840925,0.067840925,0.010544241
45940,14,0.0000749,0.003136903,87.1,38,73883,7.6,52.8,0.636746615,0.20198293,0.20198293,0.087425202
46060,35,0.0000706,0.002661395,87,29.5,46341,12,53.1,0.777182064,0.035759269,0.035759269,0.026541269
46140,62,0.000131275,0.005072404,87.8,25.4,47760,10.6,47.1,0.732770029,0.082624982,0.082624982,0.017281697
46220,7,0.0000625,0.002331779,83.6,24,41368,13.9,57.9,0.632111748,0.341520835,0.341520835,0.010829475
46340,11,0.000102809,0.003611293,84.7,24.5,46615,10.9,47.8,0.744066641,0.182286706,0.182286706,0.011704756
46540,17,0.000112959,0.00501771,86.6,21.1,47060,10.5,51.6,0.893323252,0.047055399,0.047055399,0.022646143
46660,13,0.00018473,0.004898267,81.7,20.2,38678,16.4,55.1,0.59189786,0.339483906,0.339483906,0.012942437
46700,25,0.000121443,0.00383671,86.2,24.2,69914,8.1,50,0.520956222,0.146081337,0.146081337,0.143683494
47020,8,0.000136878,0.004287245,80.6,16.2,48531,13.1,46.5,0.804071823,0.053240217,0.053240217,0.012408785
47220,2,0.0000263,0.000853242,76.7,14,52004,12.4,58,0.650478411,0.201400008,0.201400008,0.012796045
47260,54,0.0000635,0.002190492,89.2,28.1,59211,7.9,51,0.605755605,0.31241308,0.31241308,0.035710643
47300,28,0.000128695,0.003202928,67.8,12.9,43550,19.5,49.5,0.786791034,0.016344439,0.016344439,0.03473136
47380,24,0.000200894,0.006548431,80.8,21.6,41656,15.1,53.8,0.77654951,0.148475017,0.148475017,0.014212809
47580,11,0.000155657,0.004867257,87.5,24.5,55738,10.4,47.1,0.641227962,0.281513123,0.281513123,0.022844793
47900,129,0.0000457,0.001576709,89.8,47.5,88486,5,50.6,0.56001407,0.259237025,0.259237025,0.091668285
47940,4,0.0000467,0.001589825,90.1,25.2,47138,9.1,48.8,0.885175587,0.071302595,0.071302595,0.011589821
48140,7,0.000105262,0.003921569,88.8,21.2,54316,5.8,41.4,0.919869585,0.004744416,0.004744416,0.052788188
48300,3,0.0000543,0.001977587,81.8,21.1,49573,9.6,43.7,0.846591687,0.004113875,0.004113875,0.007525381
48540,11,0.000146207,0.008270677,87.9,17.3,39516,10.9,48.1,0.947432094,0.028744061,0.028744061,0.004974284
48620,17,0.0000546,0.001758378,88.7,27.2,50122,9.7,47.9,0.806429664,0.073353123,0.073353123,0.033082062
48660,8,0.000108582,0.003449763,83.8,19.7,45882,9.6,49.5,0.826023479,0.093889984,0.093889984,0.020160996
48700,14,0.000236096,0.009735744,86.2,18.8,43788,9.7,49,0.928783255,0.043881893,0.043881893,0.005733442
48900,16,0.0000873,0.003632236,87.6,29.7,46868,10.4,47.8,0.80562379,0.145191152,0.145191152,0.009164778
49020,0,0,0,82.6,22.2,52164,7.3,47.6,0.903935695,0.04903102,0.04903102,0.01365381
49180,12,0.0000485,0.001916015,85.5,26.9,45847,11.5,48.6,0.714017525,0.203966436,0.203966436,0.014333084
49340,18,0.0000446,0.001793365,88.7,33.3,65772,7.2,49.5,0.873408295,0.038646207,0.038646207,0.0390676
49420,7,0.0000584,0.001628286,71.4,16,44419,16.3,50.6,0.728485298,0.0080972,0.0080972,0.009189613
49500,0,0,0,62.7,15.2,14205,53.9,57.1,0.897379188,0.026641233,0.026641233,0.000562129
49620,34,0.000155389,0.006695549,87.5,21.6,58586,6.7,44.5,0.891547271,0.05274477,0.05274477,0.012683839
49660,36,0.000123124,0.005806452,87.6,19,41931,12,51.3,0.861434052,0.109146784,0.109146784,0.006287018
49700,16,0.000193013,0.005726557,78.3,16.3,48857,13.5,47.9,0.674909192,0.022161449,0.022161449,0.108783259
49740,4,0.0000414,0.001215805,71.9,13.9,41441,17.5,42.6,0.757622619,0.020562386,0.020562386,0.010536354
