MSA,NUM,PercentbyFemale,Percent by fertility,HighSchool,Bachelor,MedianIncome,Poverty,Unmarried,White,Black,AmericanIndian,Asian
12220,9,0.000129153,0.004502251,85.5,31.2,42320,10.9,54.8,0.723325233,0.229298901,0.229298901,0.026404556
12260,31,0.000109589,0.004038036,84,23.3,45162,14.5,52.7,0.588941172,0.357192689,0.357192689,0.017719196
12420,156,0.000186178,0.005604858,87.6,39.9,59476,9.3,50.5,0.732589326,0.074513716,0.074513716,0.048193309
12540,54,0.000134596,0.003634406,71.2,14.6,48021,17.6,52.5,0.690283074,0.056687095,0.056687095,0.04001066
12580,64,0.0000458,0.001649782,87.9,35.1,67891,6.9,53.2,0.62995135,0.28628679,0.28628679,0.044516225
12620,5,0.0000642,0.002898551,89.9,23.4,43601,9.9,49.8,0.954354628,0.006831812,0.006831812,0.009432855
12700,3,0.0000265,0.001506781,94.9,40.5,60525,5.6,45,0.936761156,0.019696361,0.019696361,0.01097217
12940,67,0.000165367,0.005620334,85,26,50146,11.3,54.7,0.604713714,0.355097868,0.355097868,0.017966587
12980,7,0.00010022,0.004025302,87.8,18.7,42287,12.8,51.3,0.832139666,0.10922419,0.10922419,0.015979027
13020,4,0.0000725,0.003286771,88.2,18.3,45962,8.7,47.6,0.941532669,0.013130807,0.013130807,0.005545355
13140,17,0.0000887,0.002950364,83.4,16.2,45622,13.9,51.3,0.662783484,0.245682146,0.245682146,0.024865463
13380,3,0.0000299,0.001287001,91.4,31.8,51389,8.3,50.2,0.873613254,0.010329903,0.010329903,0.038273423
13460,9,0.000113303,0.005229518,93.3,29.8,52962,8.1,41.6,0.932834015,0.003477397,0.003477397,0.011992561
13740,17,0.000213081,0.007013201,91.8,29.3,49952,8.1,47.2,0.913067421,0.006422612,0.006422612,0.008023462
13780,13,0.000101247,0.003898051,89.1,25,47398,10.2,51.8,0.904542475,0.036971418,0.036971418,0.027838799
13820,62,0.000106566,0.004039614,85,26.7,48411,10.9,50,0.677426857,0.282669989,0.282669989,0.01244083
13900,0,0,0,91.7,29.7,55933,5.8,44.5,0.935368729,0.004426799,0.004426799,0.003653274
13980,11,0.00013771,0.006512729,85.6,30,42468,9.6,57.6,0.896583256,0.043836886,0.043836886,0.035291937
14020,16,0.000167055,0.008196721,88.9,31.6,40490,10.5,57.4,0.908838115,0.02519939,0.02519939,0.039270621
14010,32,0.00036957,0.013570823,93.4,41.1,59410,6.1,52.4,0.84831247,0.072191115,0.072191115,0.040978637
14260,56,0.000183707,0.005162242,89.4,28.5,50899,9.8,43.9,0.91953714,0.007588671,0.007588671,0.018963483
14460,150,0.0000643,0.00263315,90.3,42.6,71878,6.8,51.6,0.793619355,0.073205717,0.073205717,0.064255396
14500,7,0.000048,0.001924663,93.7,57.7,66479,6.5,50.8,0.876403881,0.008257022,0.008257022,0.04012892
14540,11,0.000173952,0.006080708,84.1,25.8,42162,12.4,52,0.856130953,0.083612337,0.083612337,0.0234121
14740,4,0.0000325,0.001171646,93,28.7,61112,6.4,45.1,0.827281554,0.027604137,0.027604137,0.048218971
14860,41,0.0000876,0.003550398,88.4,44,82558,5.7,46.7,0.766245681,0.10647764,0.10647764,0.045624652
15180,23,0.000110817,0.002997914,62.5,14.6,32156,29.8,48.5,0.898823976,0.004818501,0.004818501,0.006776875
15260,8,0.000140677,0.007130125,83.6,21.2,46199,12.4,49.1,0.721080388,0.240766494,0.240766494,0.008732323
15380,94,0.000159881,0.007184347,88.9,28,48332,10.2,53.8,0.819580013,0.120972925,0.120972925,0.022836892
15500,9,0.000114904,0.004162812,81.4,21.6,44430,11.7,49.3,0.699174914,0.180776103,0.180776103,0.012740985
15540,3,0.000028,0.001189061,92.3,39.3,60552,6.3,50.5,0.934803169,0.013402469,0.013402469,0.021662571
15940,14,0.0000671,0.00269438,88.1,20.1,45171,9.9,48.5,0.896431349,0.069153572,0.069153572,0.007221242
15980,11,0.0000351,0.001509952,87,24.6,49444,9,46,0.841509526,0.080249369,0.080249369,0.014751078
16020,3,0.0000609,0.002384738,84,22.7,43122,11.5,48.2,0.883915237,0.084784175,0.084784175,0.010506637
16180,0,0,0,87.1,21,54235,9.9,52,0.843186825,0.020567734,0.020567734,0.024161219
16220,4,0.000108082,0.005174644,92.1,21.6,53519,5.7,47.1,0.939041876,0.007825796,0.007825796,0.006914573
16300,8,0.0000617,0.002179243,93.1,27.6,55196,5.9,46.4,0.918921024,0.033263369,0.033263369,0.014524979
16580,4,0.0000346,0.0013267,92.4,38.5,46152,9.3,56.9,0.779674341,0.109889203,0.109889203,0.07926477
16620,21,0.000133911,0.006495515,84.1,21.1,44140,11.6,47.3,0.924955589,0.03290677,0.03290677,0.007487335
16700,112,0.000334219,0.011642412,87.6,30.2,51332,11,52.4,0.664587707,0.280034053,0.280034053,0.015744764
16740,116,0.000130428,0.00438497,86.6,32.7,54229,10,48.5,0.674075337,0.236902694,0.236902694,0.03090774
16820,4,0.0000385,0.002004008,86.9,42.6,58026,5.8,52,0.799954927,0.129255039,0.129255039,0.037535996
16860,21,0.0000777,0.002890571,83.2,23.1,44164,11.9,48,0.817752539,0.138948771,0.138948771,0.013669753
16940,2,0.0000441,0.001808318,92.2,24.4,54156,6.8,45.6,0.87204903,0.025134412,0.025134412,0.008971834
16980,1003,0.000208183,0.007359739,86.1,33.8,61257,9.6,51.7,0.656488968,0.173818386,0.173818386,0.056132029
17020,3,0.0000271,0.000955414,86.1,24,42971,12.4,54.8,0.833226179,0.01528893,0.01528893,0.042132334
17140,171,0.000157661,0.00565364,87.8,29,54651,9.1,49.3,0.834815863,0.11993169,0.11993169,0.018430646
17300,6,0.0000443,0.001084207,87.6,19.4,45305,12.9,44.3,0.742636644,0.184259538,0.184259538,0.017453467
17420,2,0.000034,0.000915332,79.4,17.3,39964,12.4,44.5,0.929641994,0.036061412,0.036061412,0.007328778
17460,55,0.0000509,0.002242884,88.1,27.5,49024,10.7,52.9,0.748599012,0.199344043,0.199344043,0.019963294
17660,6,0.0000862,0.002530578,91.8,23.1,48075,9.1,42.9,0.951756112,0.002558719,0.002558719,0.005722492
17780,19,0.000171658,0.005121294,83.1,33.8,37899,15.7,60.7,0.756316729,0.117956998,0.117956998,0.045788177
17820,14,0.000044,0.00140379,92.9,34.9,57111,8.4,45.6,0.817607485,0.058200349,0.058200349,0.025797116
17860,5,0.0000569,0.001920861,91.9,44.4,47118,9.9,54.9,0.830411309,0.086425175,0.086425175,0.035649872
17900,92,0.000237164,0.008174871,87.2,29.8,48766,10.5,52.9,0.61601216,0.332286035,0.332286035,0.016280484
17980,30,0.00020024,0.006231824,83.6,20.5,41680,14.3,55.8,0.52965718,0.402421231,0.402421231,0.017142701
18020,11,0.000283783,0.012629162,89,27.2,53692,8.6,43,0.910852409,0.017194523,0.017194523,0.033448312
18140,152,0.000164147,0.005460947,89.8,33,54112,10.3,51.1,0.78414272,0.147227804,0.147227804,0.0304957
18580,31,0.000143105,0.005101201,79.2,19.9,45199,14.7,52.8,0.850452857,0.03571219,0.03571219,0.014760381
18700,1,0.0000236,0.001078749,94.2,47.4,47716,8.6,55.1,0.879825295,0.011643102,0.011643102,0.055083998
18880,3,0.0000331,0.001099304,90.7,26.9,54140,8.7,47.3,0.819006116,0.089793541,0.089793541,0.031295852
19060,1,0.0000198,0.00109529,86.3,15,37804,10.1,53.7,0.91066389,0.062107087,0.062107087,0.005877888
19100,517,0.000162545,0.005000097,83.1,31.2,57658,10.6,48.2,0.684851615,0.148217757,0.148217757,0.052907232
19140,3,0.0000424,0.001254705,68.5,12.6,40677,16,47.2,0.849688728,0.031545585,0.031545585,0.008969468
19180,1,0.0000242,0.001111111,85.8,14,40463,14.7,52.2,0.831049279,0.129842663,0.129842663,0.005012286
19260,3,0.0000535,0.00257732,76.7,14.4,36102,14.3,50.5,0.641179063,0.327524923,0.327524923,0.004998734
19340,13,0.0000675,0.002648197,88.9,24.9,49605,8.6,48.1,0.861542773,0.067512835,0.067512835,0.015579478
19380,53,0.000121823,0.005184895,88.6,25,47864,10.6,50.8,0.802355229,0.148712688,0.148712688,0.018637857
19460,11,0.000141145,0.005332041,81,17.5,44207,10.8,44.2,0.812516773,0.116965916,0.116965916,0.005806076
19500,11,0.000190443,0.006111111,87.1,20.8,45987,9.5,50.1,0.799344245,0.157372281,0.157372281,0.010296987
19660,13,0.0000512,0.002473364,87.5,20.8,44169,10.3,51.1,0.823763478,0.102441296,0.102441296,0.01633981
19740,83,0.0000658,0.002212036,89.3,38.3,61734,8.6,48.5,0.809830506,0.055456056,0.055456056,0.0360238
19780,20,0.0000697,0.002389486,91.7,33.4,59381,6.8,44.9,0.877531534,0.046528664,0.046528664,0.030773143
19820,174,0.0000782,0.003095039,87.7,27.3,52244,11.5,52.4,0.704275324,0.227129389,0.227129389,0.033787921
20020,2,0.0000267,0.000945626,80.5,16.7,40071,13.8,48.4,0.732287997,0.228341979,0.228341979,0.008599406
20100,1,0.0000121,0.000445038,84.9,20,54783,9.2,49.6,0.695384404,0.234837685,0.234837685,0.022477741
20220,1,0.0000211,0.000595238,90.5,25.5,49663,6.3,45.2,0.94584187,0.014287706,0.014287706,0.010994669
20260,7,0.0000505,0.002146581,92.1,24.5,46133,9.1,49.3,0.92842906,0.01397363,0.01397363,0.008807904
20500,37,0.000142653,0.004335599,86.9,43.3,51632,10.7,53.2,0.605186132,0.268437325,0.268437325,0.043148749
20740,2,0.000025,0.000996016,91.1,25.6,48255,7.8,49.3,0.942211981,0.011814884,0.011814884,0.024035669
20940,9,0.00010862,0.002866242,63.4,12.8,39402,21.2,52.5,0.674063137,0.034929936,0.034929936,0.016090532
21060,5,0.0000848,0.002834467,86.2,18.2,47310,10.6,45.8,0.826701414,0.108958858,0.108958858,0.019062674
21140,12,0.000119904,0.003740648,79.9,17.9,47308,11.6,45.7,0.846240651,0.056159989,0.056159989,0.010889917
21300,3,0.0000673,0.002840909,87.9,20.8,46589,12.9,51,0.897217432,0.060959529,0.060959529,0.010210637
21340,38,0.0000936,0.002975258,72,19.8,38259,21.7,51.4,0.790525901,0.030091058,0.030091058,0.01031737
21500,28,0.000196621,0.007880664,89.5,23.6,44503,10.9,52.6,0.887997456,0.06825719,0.06825719,0.011357139
21660,8,0.000045,0.002047083,90.3,27.8,42621,10.4,52.7,0.891502207,0.009807565,0.009807565,0.02402296
21780,80,0.000436483,0.016895459,87.8,20.4,47294,9.3,47.6,0.90292197,0.061078937,0.061078937,0.008260114
21820,1,0.000022,0.000553403,93,27.7,68922,5.3,45.4,0.775917472,0.045257433,0.045257433,0.026372438
21940,0,0,0,71.7,20.5,19846,39.9,62.9,0.588474434,0.090178821,0.090178821,0.002891869
22020,3,0.0000294,0.000974342,94,34.8,50091,6.7,50.9,0.922203709,0.019590361,0.019590361,0.019712162
22140,16,0.000248108,0.006849315,80.7,15.2,49024,15.5,49.1,0.545209114,0.006694757,0.006694757,0.0034098
22180,8,0.0000429,0.001145475,88.1,21,45016,13.9,50.9,0.513205557,0.355368364,0.355368364,0.021781025
22220,14,0.0000611,0.002095808,83,26.1,46131,10.8,44.2,0.83845286,0.020328112,0.020328112,0.023611867
22380,1,0.0000149,0.00049975,86.8,31.5,49615,12.5,57.3,0.618440644,0.012265187,0.012265187,0.014498639
22420,24,0.000107901,0.003970223,88.4,18.9,43418,14.5,53.6,0.749336085,0.202307628,0.202307628,0.009497475
22500,22,0.000203168,0.00738255,80.5,18.9,40565,15.6,54.5,0.562735579,0.411109319,0.411109319,0.007963862
22520,4,0.0000524,0.002043945,82.1,20,39927,13.1,46.1,0.849318896,0.123777658,0.123777658,0.006058045
22540,2,0.0000388,0.001686341,88.6,18.7,52717,6.6,44.1,0.944815542,0.010399503,0.010399503,0.009649633
22660,11,0.0000737,0.0029554,93.9,43.1,57215,7.1,47.2,0.910711331,0.007683033,0.007683033,0.018246782
22900,7,0.0000467,0.001591633,81,15.2,39344,14.7,45.9,0.821874768,0.034786977,0.034786977,0.021713627
23060,65,0.000306841,0.010294583,89,24.5,49808,9.3,47.8,0.826900116,0.101185982,0.101185982,0.021751453
23420,66,0.00014332,0.004120622,72.8,19.5,46903,18.4,53,0.600109926,0.050533172,0.050533172,0.094799934
23460,6,0.000111659,0.004237288,81.7,15.3,37772,14.1,46.9,0.821457358,0.150523912,0.150523912,0.006361787
23540,13,0.0000963,0.005160778,89.6,39,41198,11.8,61.9,0.718170966,0.189442151,0.189442151,0.050033074
23580,16,0.000179604,0.004550626,78,22.1,52050,12,44.1,0.829812773,0.074189785,0.074189785,0.017769202
24020,7,0.000109399,0.005204461,88.5,22.5,51894,8.2,46.8,0.956646838,0.020272838,0.020272838,0.006134589
24140,4,0.0000645,0.001979218,81.1,16,41751,15.3,50.3,0.582506347,0.314612113,0.314612113,0.008605058
24220,1,0.0000209,0.000710227,90.9,29.1,46951,7.4,52.4,0.915954474,0.017123218,0.017123218,0.014104473
24300,10,0.000137366,0.004387889,89.8,26.1,52986,7.9,44.8,0.896819695,0.006983684,0.006983684,0.007163284
24340,29,0.0000742,0.002478209,88.4,26.7,50187,10.7,47.6,0.841518387,0.079484783,0.079484783,0.019040513
24500,6,0.000146606,0.00525394,90.2,22.8,44074,10.9,45.9,0.897258158,0.012813384,0.012813384,0.004707714
24540,18,0.000145301,0.004210526,85.2,25.6,55825,9.6,44,0.883340511,0.008637866,0.008637866,0.012566364
24580,15,0.0000979,0.003316383,89.8,23.3,52944,7.3,45.3,0.902853283,0.017322334,0.017322334,0.021939
24660,27,0.0000724,0.002811329,83.6,26.3,43915,12.1,51.5,0.661276293,0.253348945,0.253348945,0.029066477
24780,16,0.000164457,0.00616808,83.7,25.8,39937,15.1,59,0.586985805,0.342265275,0.342265275,0.014060697
24860,86,0.000266169,0.00969779,83.4,27.4,45888,11.4,50,0.78387702,0.165389455,0.165389455,0.01714887
25020,0,0,0,69.4,17.7,16732,45.9,61.2,0.566360146,0.126901929,0.126901929,0
25060,16,0.000129161,0.004426003,83.9,20.5,44170,14.3,51.7,0.745519582,0.192682391,0.192682391,0.023891493
25180,7,0.0000527,0.002031341,84.5,18.9,51729,8.1,48.5,0.874569984,0.081923629,0.081923629,0.010806485
25260,12,0.000181973,0.005141388,70.7,12.5,48838,15.9,51.8,0.72014967,0.072130502,0.072130502,0.037752322
25420,64,0.000228886,0.008967353,89.4,28.3,56821,6.7,48.8,0.833533851,0.099599514,0.099599514,0.026270539
25500,4,0.0000624,0.002275313,79,26.2,47222,8.4,52.1,0.914453872,0.039067357,0.039067357,0.019997901
25540,108,0.000174151,0.007277628,88.7,34.8,67695,6.9,51,0.775302326,0.104577041,0.104577041,0.03857785
25620,9,0.000122911,0.004211511,85,27.1,40427,17,52.2,0.688218604,0.280528964,0.280528964,0.009148606
25860,14,0.0000761,0.003309693,78.3,16.4,40519,11.7,47.6,0.855614489,0.068643958,0.068643958,0.023869233
25980,6,0.000150822,0.004013378,87.7,15.7,43443,15.3,44.7,0.507981245,0.389812703,0.389812703,0.017743217
26100,9,0.0000672,0.002542373,90.6,29.3,55661,6,41.5,0.892254702,0.013990427,0.013990427,0.02673008
26180,0,0,0,90.3,31.2,71263,6.5,49.2,0.210516506,0.020431288,0.020431288,0.444678366
26300,1,0.0000203,0.00097371,85.1,20.6,38210,14.3,49.4,0.856871781,0.083230811,0.083230811,0.008153137
26380,12,0.000114091,0.00362757,73.2,14,48740,13.1,50,0.752816844,0.163422736,0.163422736,0.008871189
26420,629,0.000214361,0.006255159,80.4,28.7,56876,12.3,48.8,0.647412955,0.172121469,0.172121469,0.065033595
26580,25,0.000169531,0.008547009,83.1,17.3,37537,14.5,49.3,0.949856788,0.026630751,0.026630751,0.004865367
26620,25,0.000120435,0.004457122,87.2,34.1,54733,9.6,48,0.721672577,0.215906792,0.215906792,0.021451988
26820,12,0.000187658,0.004618938,90.5,25.4,51729,8.1,38.4,0.934133565,0.005160007,0.005160007,0.006694698
26900,375,0.000421273,0.014554063,88.1,30.8,53531,9.6,49.3,0.782148055,0.148098036,0.148098036,0.02179497
26980,6,0.0000792,0.002925402,94.2,45.4,53322,6.6,54.2,0.874597325,0.037404054,0.037404054,0.046398791
27060,4,0.0000784,0.004376368,92.6,49.8,49789,7.7,61.3,0.827620678,0.040471925,0.040471925,0.091900666
27100,6,0.0000762,0.002714932,88.9,17.9,47169,11.2,49.6,0.880367335,0.079044232,0.079044232,0.007311887
27140,53,0.000188622,0.006546443,85.2,29.3,46182,13.5,55.1,0.497641988,0.476009346,0.476009346,0.010374135
27180,2,0.0000334,0.001299545,83.9,22.5,40573,14.3,53.9,0.648365648,0.319915883,0.319915883,0.009624614
27260,68,0.0000993,0.003999529,88.3,26.4,53363,9.6,50.9,0.707139047,0.217333939,0.217333939,0.033996709
27340,4,0.0000503,0.000898674,88.3,18,45457,10.9,46.5,0.739944598,0.162418964,0.162418964,0.018558037
27500,2,0.0000245,0.000837521,87.3,19.5,50532,10.2,46.9,0.897541648,0.047469895,0.047469895,0.009820927
27620,18,0.000248492,0.009448819,87.7,25.3,52659,7.7,45.9,0.885911004,0.074553205,0.074553205,0.007463389
27740,17,0.000168642,0.007443082,82.3,22.9,38002,14.3,47.2,0.941959059,0.028260242,0.028260242,0.007617493
27780,22,0.000301003,0.016320475,88.1,17.4,41202,9.9,49.6,0.941732589,0.036307262,0.036307262,0.005419098
27860,3,0.0000488,0.001291433,81.7,20.6,38063,17.3,49.6,0.853204185,0.115447617,0.115447617,0.009460453
27900,6,0.0000675,0.003062787,83.2,19,40260,13.6,47,0.911895714,0.015739263,0.015739263,0.010251759
28020,16,0.0000966,0.004188482,90.4,29.6,45679,12.1,51.6,0.837998893,0.09534469,0.09534469,0.01816309
28100,7,0.000121845,0.003806417,85.8,17.3,49266,11.5,52.2,0.789964126,0.15106072,0.15106072,0.010151025
28140,83,0.0000805,0.002768328,90.2,32.5,56613,8.2,47.6,0.796343715,0.124228387,0.124228387,0.022615982
28420,10,0.0000819,0.002551671,82.9,24.2,56407,11.1,45.8,0.748795682,0.016099511,0.016099511,0.026079016
28660,41,0.000203983,0.005708716,88.2,19.7,49300,11.4,47.6,0.693139296,0.192425111,0.192425111,0.0257509
28700,21,0.00013215,0.006827048,81,18.4,38931,12.7,43.7,0.95759533,0.017919382,0.017919382,0.005147126
28740,10,0.000108898,0.004960317,87.9,29.3,58808,7.1,51.8,0.878578075,0.057577582,0.057577582,0.017426523
28940,38,0.000106719,0.005260244,87,28.6,46666,9.8,47.1,0.893227945,0.066210741,0.066210741,0.014610214
29020,7,0.000136341,0.005617978,87.4,19,46295,10.5,43.7,0.904415993,0.060413451,0.060413451,0.009029733
29100,3,0.0000442,0.001931745,92.9,27.9,50836,7.1,49.4,0.929946657,0.014468111,0.014468111,0.035406619
29200,15,0.000152777,0.004770992,90.2,32.1,44422,10.3,55.1,0.873062646,0.03514003,0.03514003,0.053460472
29180,27,0.000194933,0.006040268,82.6,24.3,47309,12.3,53.3,0.696088898,0.269103886,0.269103886,0.013609614
29340,17,0.000167772,0.006275378,82.7,18.9,44232,12.6,50,0.721726085,0.239607221,0.239607221,0.010193258
29420,4,0.0000401,0.002060793,83.9,12.2,40573,11.5,46.1,0.898629727,0.009955653,0.009955653,0.009841048
29460,24,0.0000787,0.00276689,82.1,18,44398,12.4,48,0.780084763,0.144948995,0.144948995,0.016018356
29540,27,0.000102365,0.003615426,83.3,23.2,55816,7,43.4,0.902048595,0.035846046,0.035846046,0.019064901
29620,16,0.0000672,0.002583979,91.6,31.3,50168,9.9,53.4,0.823000838,0.083867686,0.083867686,0.036938768
29700,16,0.000126312,0.003347981,63.6,17.1,37868,25.9,51.8,0.868038997,0.00429684,0.00429684,0.007230573
29740,22,0.000210114,0.006557377,76.1,25.5,37223,20.6,52,0.887641815,0.016251939,0.016251939,0.011170169
29820,82,0.0000857,0.002713974,83.5,22,55961,9.6,52.4,0.692940563,0.103274494,0.103274494,0.085092251
29940,2,0.0000363,0.001508296,95.3,48.8,47063,7.3,59.4,0.853363616,0.039563934,0.039563934,0.038582784
30020,3,0.000051,0.001316367,89,20.4,45947,13.6,50.5,0.64488599,0.17328164,0.17328164,0.022670522
30140,10,0.000147193,0.005810575,84.9,18.7,53474,7.1,44.2,0.898294983,0.018129008,0.018129008,0.010064127
30300,3,0.0000972,0.003773585,89.5,18.3,43520,8.8,48.6,0.915894018,0.003843996,0.003843996,0.00717656
30340,7,0.000127472,0.004584152,87,18.6,45699,10,50.1,0.932040636,0.016801967,0.016801967,0.007013963
30460,41,0.000172334,0.006395258,87.1,33.6,49226,11.9,51,0.821891232,0.108403594,0.108403594,0.023478013
30620,9,0.000169959,0.005457853,87.5,15.7,43323,13.2,50.9,0.835227486,0.118505091,0.118505091,0.006950445
30700,4,0.0000268,0.000763796,93.4,35.4,51419,8,49.9,0.89434189,0.033471309,0.033471309,0.034098875
30780,27,0.000076,0.002988048,88,27.1,47731,10.7,49.5,0.73134214,0.221638288,0.221638288,0.014704734
30860,5,0.0000814,0.001994416,91.5,33.5,48002,10.5,40.6,0.920368948,0.005988464,0.005988464,0.016641885
30980,26,0.000244425,0.007282913,82.1,17.7,45436,11.4,47.7,0.756345632,0.176501043,0.176501043,0.008942481
31020,3,0.0000583,0.001895136,86.5,15,46461,12.1,47.1,0.910138271,0.004710454,0.004710454,0.013522929
31080,509,0.0000787,0.002855108,77.8,30.9,60667,11.7,54.5,0.546212443,0.069931314,0.069931314,0.147153379
31140,83,0.000127149,0.004552935,86.7,25,48820,10.7,50.2,0.81607833,0.135655909,0.135655909,0.01532589
31180,26,0.00018317,0.006134969,83.2,27,43784,12.5,54.7,0.79638635,0.069399484,0.069399484,0.019665445
31340,9,0.0000691,0.003097041,83.6,22.3,45512,10.1,49.1,0.786377475,0.176125315,0.176125315,0.012548216
31420,19,0.000156657,0.005837174,81.2,20.2,39888,16.7,56.1,0.529832462,0.429490829,0.429490829,0.012138309
31460,6,0.0000774,0.002415459,67.8,14,47724,14.6,51,0.809064841,0.033166011,0.033166011,0.019918322
31540,9,0.0000317,0.001208703,94,41.7,61163,5.8,49.9,0.876797464,0.044083967,0.044083967,0.040419905
31700,24,0.000118722,0.005038841,90.5,34.6,70591,5.2,46.6,0.913667447,0.01980297,0.01980297,0.032610189
31740,2,0.0000332,0.000924214,93.8,35.2,45122,9,51.1,0.82322566,0.083114129,0.083114129,0.036988175
31860,4,0.0000835,0.002517306,93.1,30.9,51895,7.2,53.7,0.932575829,0.023862439,0.023862439,0.017581202
31900,4,0.0000646,0.00226886,85,15.1,43098,10,48.9,0.874833321,0.09314841,0.09314841,0.006315823
32420,1,0.0000179,0.000728863,64.8,20.8,15088,44.3,62.2,0.642324193,0.038407014,0.038407014,0.002844619
32580,92,0.000236753,0.005698359,60.3,15.3,32479,31,46.5,0.819668019,0.004777854,0.004777854,0.010030985
32780,3,0.000029,0.001345895,88.8,23.7,43386,11.3,47.4,0.919892372,0.005539673,0.005539673,0.011034831
32820,69,0.00010136,0.002217794,84.7,25,47344,14.7,56.8,0.491172734,0.451345049,0.451345049,0.018779988
32900,14,0.000111168,0.002931937,66.7,12.3,43945,19.2,51.5,0.671234119,0.038788514,0.038788514,0.074540823
33100,233,0.0000818,0.003330903,83,28.8,49018,11.8,54.8,0.712799595,0.208907421,0.208907421,0.022857576
33140,15,0.000278899,0.01083815,85.5,17,46934,11.2,50.7,0.851382923,0.107138364,0.107138364,0.005526302
33260,19,0.000276251,0.008792226,81.8,23.7,57807,9,44.5,0.850320736,0.067273077,0.067273077,0.013518318
33340,85,0.000106903,0.003975492,89.1,31.2,53618,10.1,52.3,0.750104846,0.165596016,0.165596016,0.028659755
33460,143,0.0000867,0.002832917,92.7,37.9,66157,6.5,47.7,0.822450481,0.071916835,0.071916835,0.056019749
33540,12,0.000222792,0.011111111,93.7,38.1,43895,9.2,53.5,0.933210982,0.004288441,0.004288441,0.010900942
33660,10,0.0000469,0.001750394,82.9,20.1,42187,15.7,53.3,0.609904511,0.345693267,0.345693267,0.018315795
33700,23,0.0000889,0.002691948,75.6,16.4,50671,14.4,49.7,0.764137928,0.0286671,0.0286671,0.052135837
33740,23,0.00025166,0.00857569,83.3,21.7,39490,17.8,54.8,0.622318354,0.35138458,0.35138458,0.00800296
33780,5,0.0000649,0.002216312,88.2,17.1,55826,7.7,42.6,0.946965422,0.019650942,0.019650942,0.004947182
33860,15,0.0000773,0.002621003,84.6,27.1,47146,13.6,54.6,0.536696313,0.423948298,0.423948298,0.014319336
34060,15,0.000241955,0.010721944,86.7,29.2,42100,9.1,57.5,0.923104015,0.032284574,0.032284574,0.023213587
34100,12,0.000173105,0.007017544,76.9,13.5,37380,13.7,44.7,0.940323091,0.029786984,0.029786984,0.003522085
34580,0,0,0,87.9,23.7,55555,8,44.7,0.863969672,0.007478917,0.007478917,0.017519578
34620,13,0.000213041,0.012820513,85.1,22.2,38730,11.9,55.9,0.893350821,0.053222386,0.053222386,0.011404189
34740,13,0.000149623,0.004977029,87.8,16.8,40298,14.5,51,0.803039162,0.139853541,0.139853541,0.006089901
34820,17,0.000125593,0.005453962,87.4,21.9,42877,11.9,47.5,0.794206058,0.137486375,0.137486375,0.011548659
