MSA,NUM,PercentbyFemale,Percent by fertility,HighSchool,Bachelor,MedianIncome,Poverty,Insurance,Unmarried,White,Black,AmericanIndian,Asian
31540,9,2.88E-05,0.001148399,94.3,42.5,61227,6.8,99.28,50.3,0.87120709,0.043367807,0.002472726,0.043222732
31700,15,7.38E-05,0.003184713,90.9,35.5,70906,5.9,98.86,47.9,0.908112698,0.02173913,0.00142511,0.03499712
31740,3,6.48E-05,0.001977587,95.4,41.8,48097,7.1,98.35,55.9,0.86145885,0.052460337,0.005381342,0.037256239
31860,1,2.06E-05,0.000759878,93.9,31,54112,7.9,99.28,52.8,0.929129584,0.028542753,0.003236279,0.016713948
31900,3,4.95E-05,0.002051984,86.7,15.9,42042,12.4,98.75,51.2,0.871528258,0.084893293,0.000985238,0.006269695
32420,0,0,0,68.2,21.1,16333,42.1,99.6,65.4,0.507896689,0.038731844,0.001161565,0.001356786
32580,13,3.14E-05,0.000865686,62.2,16.4,34952,30.3,99.71,48.2,0.911862776,0.005882594,0.00346582,0.010334219
32780,1,9.45E-06,0.000493827,88.8,25.1,44086,13,99.61,50.1,0.916198332,0.007144828,0.007972582,0.009991142
32820,56,8.05E-05,0.002297436,86,26.3,47647,15.1,99.3,57.4,0.48018121,0.459582323,0.002151062,0.019491942
32900,9,6.94E-05,0.002205882,68,13,43066,21.4,99.59,53.6,0.645214805,0.034842073,0.007736737,0.075846014
33100,148,4.98E-05,0.002228849,84.1,29.1,48435,13.5,99.5,56.8,0.716145265,0.212816898,0.001992137,0.023696306
33140,8,0.000149195,0.006379585,86.8,17.1,47117,14.4,99.27,50.5,0.845614729,0.10571195,0.002542837,0.005274366
33220,6,0.000141007,0.00589391,92.8,32,52613,9.3,99.28,43.5,0.938710835,0.013094953,0.004472614,0.023044726
33260,7,9.17E-05,0.002875924,82,24.7,66689,8,99.34,47,0.826924473,0.063201811,0.004488953,0.014463669
33340,70,8.71E-05,0.003600082,89.9,32.9,53628,11.5,99.32,53.1,0.745395971,0.165377726,0.004131936,0.031025292
33460,111,6.41E-05,0.002268871,93.1,39,68019,7,99.32,48.5,0.811523698,0.074465967,0.006155713,0.05940342
33540,2,3.62E-05,0.001785714,95,40.2,47029,8.9,99.6,54.4,0.925241643,0.004098693,0.026438821,0.010440407
33660,9,4.17E-05,0.001696193,84.9,21.4,43844,16.2,99.2,54.7,0.602444179,0.349326764,0.006764965,0.019208057
33700,12,4.54E-05,0.001525747,77.2,16.4,49573,16.4,99.45,51.3,0.758669763,0.027651427,0.00813131,0.052756918
33740,15,0.000162455,0.006043513,84,21.3,38406,19.9,99.16,56.3,0.616071228,0.35615037,0.003305079,0.007931065
33780,10,0.000130746,0.004407228,89.7,18.5,54911,8.4,99.32,45.9,0.946410697,0.022949798,0.004017209,0.005694361
33860,13,6.66E-05,0.00248139,85.3,27.2,46977,15.3,98.43,55.8,0.523797721,0.432639083,0.003163435,0.016877873
34060,6,9.26E-05,0.004234298,88.7,31.1,46028,10.8,98.57,58.8,0.917949751,0.034426939,0.001685913,0.024639692
34100,3,5.11E-05,0.00233827,80.8,15.7,39822,15.3,98.89,46.6,0.920463535,0.032330977,0.001086682,0.004616227
34580,2,3.35E-05,0.00126183,88.2,24.5,54917,10,99.34,46.3,0.867696259,0.00642932,0.015705789,0.017387043
34620,8,0.000130837,0.006617039,88,23.3,37900,13.2,98.57,57.9,0.889646716,0.053643957,0.002035064,0.011827215
34740,7,8.10E-05,0.003414634,88.4,17.6,41842,15.5,99.29,52.7,0.808320882,0.136276616,0.005708349,0.006163616
34820,23,0.000113171,0.005214237,87.4,23.6,43681,13.4,99.51,48.4,0.81300497,0.129365678,0.003435246,0.009922082
34900,8,0.000114364,0.004579279,82.8,31.9,70925,7.3,98.78,48,0.772284978,0.021486072,0.004998097,0.074411323
34940,5,2.94E-05,0.001583281,85.7,32.3,56250,9.2,99.62,45.9,0.871460861,0.067467127,0.00245759,0.012577958
34980,75,8.46E-05,0.003212267,87.6,31.3,52805,10.6,99.26,50.1,0.777592798,0.152787465,0.002970792,0.02324048
35100,2,3.15E-05,0.001106195,86.6,20.7,46173,11.8,98.87,46.5,0.706227507,0.219668284,0.004615866,0.017446409
35300,39,8.72E-05,0.004159556,88.9,33.4,61646,9.4,98.91,54.9,0.752167647,0.127156641,0.001960266,0.03716628
35380,114,0.000180363,0.006966512,84.9,27.2,47412,14.5,99.42,57.7,0.583988617,0.34694237,0.004281498,0.028306317
35620,1008,9.81E-05,0.00403974,85.1,37,66902,11.2,99.24,54.2,0.593895508,0.171775095,0.002987559,0.10214223
35660,5,6.26E-05,0.002871913,88.3,24.8,44701,12.6,99.06,49.6,0.780604134,0.150488487,0.003936099,0.018154777
35840,12,3.19E-05,0.001901442,90.2,29.5,49875,8.8,99.15,47,0.878039636,0.066101353,0.002783681,0.015950823
35980,18,0.000131347,0.005769231,90.9,31.5,66693,6.5,97.95,50.8,0.820772719,0.056554688,0.005640874,0.042653181
36100,8,4.60E-05,0.002355713,85.3,17.2,39339,13,97.76,49.2,0.816411816,0.126223598,0.003805587,0.014054383
36140,0,0,0,89.1,29.2,57394,7.9,98.65,45.7,0.908699084,0.045582951,0.004029662,0.011133498
36220,5,6.89E-05,0.00133833,73.4,14.3,54903,12.2,99.33,50.5,0.84546546,0.042964977,0.007079182,0.008176248
36260,33,0.000107967,0.002921905,92.6,29,63393,7.6,99.47,40.4,0.89435837,0.011254294,0.006212969,0.014925446
36420,34,5.17E-05,0.001731425,87.8,28.5,50967,11.5,99.14,50.2,0.741763084,0.101449309,0.036107914,0.030039338
36500,0,0,0,93.6,32.9,62286,8.1,99.04,47.8,0.828269001,0.028685459,0.014067019,0.057444183
36540,19,4.24E-05,0.001415903,90.9,33.4,57357,8.6,99.04,48.6,0.845390828,0.077342954,0.005329755,0.022116848
36740,91,8.00E-05,0.003193094,87.8,28.4,48559,12.1,99.48,54.1,0.718901041,0.162134599,0.002578997,0.040875952
36780,9,0.000107452,0.004105839,91.9,26.1,51949,7.1,99.21,50.9,0.926329915,0.018270561,0.005902157,0.022818904
36980,7,0.000117905,0.005331302,87.3,18.5,45639,12.5,98.3,46.5,0.926033076,0.040036271,0.001589015,0.007055572
37100,45,0.000106759,0.004328172,83,31.6,77335,8.1,99.54,49.4,0.776843465,0.017988969,0.007132174,0.069968533
37340,6,2.14E-05,0.001123385,90.5,26.7,48483,10,99.18,50.6,0.832010363,0.102071267,0.002778329,0.022226635
37460,2,2.13E-05,0.000805477,86.9,21,46742,11,98.56,50.2,0.818338816,0.110987503,0.006039127,0.019378182
37620,6,0.000126035,0.005808325,88.9,18.2,42223,12.5,99.26,47.5,0.963302852,0.010551377,0.001276987,0.005421785
37860,14,6.07E-05,0.002607562,89.1,24.8,49255,10.7,98.03,53.9,0.752408947,0.1628329,0.005409451,0.025755993
37900,29,0.000149312,0.005318173,91.3,26.8,54686,9.1,98.76,47.7,0.856617251,0.091252653,0.00206974,0.020744738
37980,139,4.47E-05,0.001836001,89.1,34.2,62169,9.2,99.12,54.6,0.681378896,0.208950589,0.001980106,0.052882167
38060,142,6.50E-05,0.002398487,86.4,28.8,53310,12.6,99.52,52.1,0.800499223,0.051126421,0.021936848,0.034896492
38220,1,2.09E-05,0.000874891,82.9,15.6,36856,19.3,98.25,58.3,0.494027628,0.478775741,0.002351975,0.006460227
38300,148,0.000121731,0.006092541,92.3,30.9,51883,8.5,99.04,51.2,0.874720673,0.081958442,0.001146349,0.019579929
38340,1,1.48E-05,0.000719942,90.6,31.3,49737,9.5,98.33,54.9,0.919647251,0.028001599,0.002837065,0.013770144
38540,4,9.56E-05,0.003286771,91.6,27.3,43953,10.5,97.96,49.1,0.903913951,0.007446579,0.033359714,0.012638799
38660,0,0,0,70.5,21.6,16593,49.3,99.71,62.8,0.760735561,0.050843545,0.002257938,0.001278413
38860,13,4.87E-05,0.00233142,93.1,36.3,58000,7.5,99.21,48.7,0.942296007,0.017475361,0.002556005,0.01655327
38900,72,6.22E-05,0.002431529,90.7,34.9,58832,9.7,99.51,50.3,0.819630933,0.028411007,0.008314415,0.059767668
38940,10,4.52E-05,0.00226706,86.8,23.4,45752,11.8,99.44,49.5,0.776462829,0.144758628,0.004053998,0.013730093
39140,6,5.50E-05,0.003118503,89.9,24.9,44000,11.2,99.34,46.4,0.919139497,0.005559481,0.019158684,0.008343902
39300,16,1.93E-05,0.000897314,84.3,29.4,56267,9.9,98.77,54.7,0.836031158,0.054197518,0.003664488,0.027480853
39340,30,0.000109512,0.002380008,93.5,36.5,60647,10.1,99.59,41.3,0.916886055,0.00602425,0.005334311,0.013706166
39380,1,1.23E-05,0.000494805,87.8,21.4,41974,14.2,97.95,53.9,0.786192825,0.0209882,0.024571247,0.007358933
39460,1,1.19E-05,0.000981354,89.1,20.9,44265,8.7,98.98,44.5,0.905798922,0.057762441,0.002329131,0.012448591
39540,12,0.000121834,0.005330964,87.9,23.4,55055,9.8,98.82,50.2,0.807500038,0.109593466,0.004660606,0.011936074
39580,70,0.000114926,0.004427577,90.2,42.5,62794,8.9,99.26,48.1,0.695243443,0.201781471,0.003460888,0.047858108
39660,2,2.91E-05,0.001040583,92.2,26.7,51041,7.8,98.34,47.7,0.851503165,0.012859609,0.069915132,0.00978855
39740,20,9.52E-05,0.003839509,84.5,22.7,55798,10.4,98.85,50,0.838480834,0.048627656,0.004241966,0.013677436
39820,8,8.81E-05,0.005218526,88.7,19.1,44556,11.5,99.36,51.8,0.871381358,0.009853238,0.023605198,0.024994398
39900,13,6.03E-05,0.00228833,86.8,27.8,53047,10.5,99.61,52.5,0.816044008,0.023559697,0.015758702,0.051850691
40060,51,8.02E-05,0.003335732,87.4,33.1,59677,8.8,99.12,53.4,0.622394571,0.30097775,0.003520094,0.034418155
40140,111,5.08E-05,0.001760815,79.1,19.8,55362,14.1,99.52,52.7,0.641300568,0.074011762,0.009334976,0.063291439
40220,15,9.33E-05,0.003742515,87.1,26.8,50056,9.8,98.94,48.4,0.822174481,0.13001473,0.001305743,0.017022905
40340,6,5.63E-05,0.002148228,93.4,34.5,64210,5.2,99.21,43.1,0.894254395,0.03698501,0.001433306,0.04045161
40380,15,2.70E-05,0.001201442,89.7,32.4,52717,10.4,98.84,53.7,0.814235094,0.114174683,0.003339251,0.026707544
40420,15,8.50E-05,0.003430139,86.6,21.3,49511,13,98.94,50.8,0.809623993,0.1081406,0.001751288,0.023049958
40580,3,3.79E-05,0.001420455,81.7,15.6,39763,15.6,98.32,56.2,0.490550039,0.448371347,0.005127424,0.005385782
40660,5,0.000100699,0.003646973,77.9,18.6,41046,15.9,98.37,51,0.777796268,0.145455869,0.007093379,0.013188276
40900,88,7.85E-05,0.00320688,88,30.7,59439,11.5,99.54,52.3,0.665584945,0.071894702,0.008414406,0.123789149
40980,3,2.94E-05,0.001252087,87.9,20.1,43566,13.4,99.14,53.9,0.755870468,0.185017726,0.002832188,0.01161197
41060,2,2.11E-05,0.000775194,91.5,24.3,54985,7.8,99.36,49.5,0.921188414,0.033176374,0.004079535,0.017807328
41100,3,4.09E-05,0.001462701,92.2,27.1,49498,10.9,99.34,39.5,0.928412637,0.00470161,0.011129215,0.006931595
41140,5,8.04E-05,0.002765487,87.4,18.9,46145,12,98.66,52.4,0.898932128,0.0495781,0.004160236,0.007294123
41180,134,9.29E-05,0.003749196,90.3,31.5,54959,9.7,98.94,51.1,0.765459369,0.183386787,0.001736403,0.022205089
41420,16,7.98E-05,0.002956393,84.9,23.1,48433,14.2,99.52,49.7,0.820108739,0.008994437,0.012567017,0.019188132
41500,35,0.000169191,0.005922166,71.2,23.1,58582,13.3,98.97,52.5,0.752691639,0.027830663,0.00979227,0.062356593
41540,8,4.09E-05,0.001945525,85.9,23.8,53004,9.9,99.02,52.3,0.761849644,0.179507055,0.003425267,0.015887689
41620,45,8.05E-05,0.002290776,89.3,30.8,61529,9.5,99.54,47.3,0.838874091,0.016004194,0.008210793,0.033916466
41660,3,5.14E-05,0.001870324,83,21.4,45258,12,97.51,52,0.862665231,0.041566066,0.004186135,0.011950461
41700,63,5.54E-05,0.001869048,83.6,26.4,52786,12.8,98.94,51.9,0.79048616,0.064881463,0.006493327,0.022008537
41740,121,7.63E-05,0.002954751,85.8,35.1,63996,10.8,98.98,52.6,0.709831132,0.050364058,0.00670061,0.112466829
41860,184,8.13E-05,0.003419312,87.9,44.9,80008,7.4,99.47,52.3,0.539548494,0.079674653,0.004728574,0.239782762
41900,0,0,0,66.7,20.5,15389,48.2,99.78,63.3,0.883606921,0.029177758,0.001471458,3.70E-05
41940,75,7.93E-05,0.002756644,86.5,46.5,92960,6.8,99.56,46.8,0.503287143,0.025933692,0.005304834,0.322430795
41980,5,4.15E-06,0.000205297,74.3,25.7,22254,37.4,99.6,62.6,0.663914548,0.098876103,0.003718907,0.003686705
42020,17,0.000126641,0.005691329,89.6,32.1,59454,7.5,99.53,51.8,0.846004873,0.021120853,0.007458495,0.037219531
42100,10,7.44E-05,0.00330033,85.5,37.5,66923,8.7,99.51,55.9,0.807745422,0.009202741,0.006025381,0.043734539
42140,8,0.000106613,0.005908419,87.6,39.9,52958,12.1,99.68,53.2,0.833856014,0.007495166,0.030793722,0.011444306
42200,16,7.44E-05,0.003108607,79.3,31.4,63409,10.2,99.49,55,0.740322786,0.019629016,0.010130806,0.050371332
42220,10,3.99E-05,0.001728907,86.8,32.6,63799,7.6,99.32,52.5,0.787010716,0.015230078,0.012442303,0.040283454
42340,26,0.000139964,0.004910293,88.3,30.2,50560,12.6,99.21,56,0.604159918,0.336678102,0.002381209,0.022602108
42540,26,9.04E-05,0.004568617,89.1,22.8,45812,11,98.56,53.5,0.920676307,0.032864476,0.002241204,0.013351249
42660,127,7.12E-05,0.002686012,91.6,38.4,68969,7.7,99.29,49.9,0.725091417,0.055847043,0.009379155,0.119053302
42680,3,4.10E-05,0.002678571,87.2,26.7,44645,9.9,99.39,48.2,0.863409926,0.090371706,0.001986971,0.011744419
42700,3,5.94E-05,0.003488372,81.6,15.9,35911,12.8,99.1,46.9,0.84116791,0.094065804,0.006319903,0.014634494
43100,4,6.99E-05,0.003009782,90.7,22.5,53029,6.8,99.2,44.6,0.905485899,0.014934704,0.002769867,0.048164421
43300,4,6.40E-05,0.00229753,86.7,20.2,47631,11.6,98.89,47,0.859905718,0.057954499,0.012330396,0.009772494
43340,38,0.000164619,0.006157835,85.3,22.3,43779,15.2,98.69,57.5,0.567970268,0.386126363,0.005342406,0.011131696
43420,2,3.12E-05,0.00136612,86.3,23.1,45974,13.1,98.21,49.5,0.797816631,0.039355692,0.012224116,0.017323232
43580,2,2.34E-05,0.000772499,85.8,20.9,49843,10.3,99.02,46.8,0.859190636,0.023657774,0.015033408,0.020743496
43620,9,7.55E-05,0.002365309,91.9,31.1,57356,7.1,99.04,46.5,0.89535196,0.032959286,0.020906947,0.015720077
43780,15,9.16E-05,0.003592814,88.3,25.4,45036,12.8,99.24,52.1,0.812549974,0.116422141,0.004841385,0.017515529
43900,25,0.000153008,0.00575374,82.4,21.1,42588,14.2,99.22,50.5,0.724828659,0.215614227,0.001958638,0.01983555
44060,11,4.09E-05,0.00174216,92.4,27.3,49417,10.5,99.26,49.7,0.892557212,0.017875889,0.017066075,0.021244489
44100,1,9.10E-06,0.000425532,92.5,32.3,55842,10.3,98.95,51.1,0.83892919,0.117607559,0.001588908,0.015983657
44140,17,5.20E-05,0.002476329,86.4,29.7,52546,12,98.95,58,0.809695664,0.071398827,0.002867058,0.028415301
44180,11,4.84E-05,0.001682214,89.4,25.9,42880,12.3,98.97,48.3,0.92952996,0.021932507,0.004946844,0.011690292
44220,4,5.65E-05,0.002424242,86.4,18.2,43011,13.7,98.55,51.4,0.862486617,0.085409641,0.002112117,0.007268596
44300,5,6.68E-05,0.003403676,92.9,40.4,50295,7,99.2,59.2,0.887877624,0.035355863,0.002009729,0.054550691
44420,2,3.27E-05,0.001426534,85.4,22.9,49262,9.5,98.93,46.7,0.888737649,0.070856019,0.002932379,0.007183908
44700,24,6.81E-05,0.00219539,77.6,18.1,53253,15.3,99.49,52.2,0.578358177,0.071859354,0.008607089,0.146165038
44940,2,3.58E-05,0.001228501,81.4,18.9,40662,15.3,98.59,55.3,0.489432373,0.464780761,0.002328775,0.012831456
45060,12,3.53E-05,0.001485516,89.4,29.9,53191,10.6,99.09,54.4,0.850103286,0.081949637,0.006034103,0.026505657
45220,2,1.05E-05,0.000486855,89,36.4,45377,13.3,98.28,60.3,0.611840889,0.329244138,0.003256526,0.024749596
45300,102,6.94E-05,0.003290004,87.9,26.9,46706,11.4,99.14,53.6,0.793536836,0.119558016,0.003865343,0.030554479
45460,20,0.000235905,0.009140768,86.9,18.5,42780,12.9,98.66,53.1,0.909155829,0.048165351,0.002177195,0.012453553
45500,3,4.02E-05,0.001182499,86.2,16.4,41818,15.9,98.5,53,0.705594251,0.241520973,0.007105723,0.006041872
45540,1,1.98E-05,0.00212766,88.7,26.4,49874,6.4,98.48,36.6,0.883769815,0.087457091,0.002593821,0.007839318
45780,52,0.000166324,0.006633499,89.5,25,44775,14.2,98.98,55.3,0.78843946,0.141761395,0.002529371,0.015652537
45820,5,4.18E-05,0.001668335,91.2,26.9,50797,10.5,98.25,47.7,0.848647495,0.062277162,0.01184483,0.009295672
45940,10,5.30E-05,0.002256827,87.3,39.8,74118,8.1,99.1,52.6,0.623707128,0.201918133,0.001805015,0.095792989
46060,23,4.56E-05,0.001897533,87.5,30.1,46233,13.2,99.32,54.6,0.78779613,0.035670557,0.031867483,0.026980982
46140,17,3.50E-05,0.001361634,88.4,25.9,49255,11.3,99.22,48.9,0.725346023,0.080544623,0.069531631,0.018885704
46220,5,4.13E-05,0.001452222,85.7,25,43567,14.7,99.39,57.1,0.639114732,0.332737107,0.001728771,0.012165585
46340,8,7.21E-05,0.002463054,85.2,25.2,46669,11.8,99.26,49.1,0.765683284,0.179276783,0.003418167,0.013565558
46520,1,2.07E-06,6.83E-05,90.7,32.5,73581,6.6,98.39,49.9,0.215075485,0.024771188,0.001790528,0.431706792
46540,11,7.33E-05,0.003145553,87.8,22.7,48094,11.7,98.19,54,0.884659356,0.049038968,0.002071927,0.027521767
46660,11,0.000151378,0.004747518,82.1,20.2,36289,19.4,98.92,56.6,0.596032386,0.342778031,0.001009428,0.013480074
46700,12,5.67E-05,0.002034243,87.5,24.3,67341,10,99.23,52.5,0.537609339,0.141144717,0.005549969,0.149974859
47020,3,6.10E-05,0.002250563,81.7,16.7,50549,13.4,99.04,49.7,0.838078329,0.062162555,0.003519811,0.011493895
47220,1,1.31E-05,0.00049334,76.6,13.8,50603,14.7,99,59.6,0.615509214,0.208360594,0.008111593,0.012774012
47260,43,4.99E-05,0.001807482,90,29.1,59244,9.3,98.08,52.5,0.602161614,0.308878979,0.003185704,0.036684771
47300,27,0.000119879,0.003492433,68,13.3,42863,22.5,99.32,51.2,0.810943277,0.017476968,0.012722009,0.033211559
47380,17,0.000128412,0.005347594,82.2,21.3,41876,15.1,97.84,54.2,0.76923974,0.152102503,0.004283921,0.013341575
47460,1,3.22E-05,0.001697793,88.5,26.1,47309,11.9,99.17,52.5,0.86941597,0.01585652,0.01245532,0.015998236
47580,12,0.000125665,0.00536193,87.4,21.8,51404,14.3,97.59,50.4,0.599175747,0.319373741,0.001456794,0.021906072
47900,116,3.86E-05,0.00139611,90.2,48.3,91756,5.8,99.33,51.5,0.559114968,0.254181555,0.003309055,0.095005157
47940,3,3.48E-05,0.00130719,90.8,26,49897,9.2,98.83,50.8,0.883149422,0.074002997,0.002019771,0.014434553
48060,1,1.74E-05,0.000472144,88.8,20.5,48613,11.1,97.71,46.2,0.865811499,0.051957774,0.004643143,0.014669639
48140,6,8.94E-05,0.003603604,90.8,23,53779,7.9,99.13,43.5,0.916499859,0.006761265,0.002550302,0.053289444
48260,5,7.91E-05,0.003668379,89,16,40973,11.9,99.08,49.6,0.937195311,0.040704026,0.001125006,0.003538063
48300,2,3.55E-05,0.001552795,82.7,21.7,51547,10.3,99.62,45.6,0.843531507,0.003580069,0.010944022,0.008648879
48540,5,6.77E-05,0.004420866,89.8,19.1,41919,10.2,98.56,49.5,0.945044891,0.032000819,0.001556686,0.005557642
48620,8,2.49E-05,0.000889185,89.2,28.5,51059,10.4,99.08,48.3,0.822928965,0.075546892,0.008608777,0.033873871
48660,3,4.08E-05,0.001611171,86,20.5,45892,11.7,97.47,52.3,0.828163649,0.092419412,0.009060727,0.01863732
48700,16,0.000269256,0.011118833,87.7,19.4,45877,10.5,96.13,51,0.921791971,0.047327642,0.00126847,0.0058881
48900,9,6.65E-05,0.003318584,90.1,33.9,48581,11.9,99.29,52.6,0.799248685,0.150217586,0.004249367,0.011891404
49020,3,4.58E-05,0.001722158,83.9,24.5,51872,5.8,99.17,48.7,0.899971011,0.052333654,0.001312156,0.013808151
49180,16,4.76E-05,0.00206425,84.3,25.5,44589,13,99.15,49.7,0.764676836,0.176910554,0.003141757,0.015159441
49340,17,3.63E-05,0.001543911,89.4,32.7,64629,8.4,98.9,51.2,0.862467855,0.041402713,0.002233104,0.039319925
49420,5,4.06E-05,0.001235788,71.5,15.9,43956,17.7,99.32,51.4,0.762392351,0.00790578,0.040251297,0.010515337
49620,33,0.000148886,0.006932773,88.3,22.5,58906,7.5,99.2,45.9,0.886862747,0.05479943,0.0008378,0.013676459
49660,22,7.67E-05,0.003968254,88.8,19.8,42543,12.8,98.63,52.6,0.858399625,0.108177858,0.001521969,0.006674488
49700,14,0.000166979,0.005148952,78.9,16.7,48546,15.1,98.79,48.7,0.692272462,0.0255939,0.014239321,0.11332572
49740,0,0,0,71.7,14,41380,17.5,99.5,44.2,0.768750031,0.020466312,0.012752354,0.012052439
