MSA,NUM,PercentbyFemale,Percent by fertility,HighSchool,Bachelor,MedianIncome,Poverty,Insurance,Unmarried,White,Black,AmericanIndian,Asian
16300,7,5.31E-05,0.001840168,93.7,29.2,59000,5.9,99.07,47.2,0.912213259,0.038266604,0.002597264,0.016413634
16540,12,0.000155145,0.006896552,85.8,19.1,53394,8.2,99.09,45.2,0.931057241,0.036985949,0.00248157,0.00902869
16580,2,1.70E-05,0.00083612,93.3,39.3,48182,10,99.05,58.1,0.772316254,0.109050078,0.001623543,0.083887298
16620,16,0.000137504,0.007604563,85.8,22.6,45692,11.8,99.34,50.3,0.902565173,0.036373242,0.001540524,0.008723718
16700,59,0.000165565,0.006497797,88.8,32.1,52517,11.8,99.42,53.3,0.672145089,0.270628341,0.003437638,0.01655717
16740,136,0.000115117,0.004231619,86.9,31.4,52591,11.8,99.43,50.1,0.692285709,0.220427028,0.004125424,0.029784485
16820,3,2.60E-05,0.001283148,87.3,41.3,59189,7.8,98.1,52.2,0.785952847,0.139915629,0.002003918,0.035684986
16860,10,3.61E-05,0.001448855,84.7,23.7,46228,11.8,99.2,49.6,0.8138955,0.138339068,0.00299034,0.014672579
16940,2,4.24E-05,0.001659751,93.4,26.8,58324,7.9,98.59,46.2,0.873681312,0.028915816,0.009140787,0.011237978
16980,242,4.97E-05,0.00195907,86.9,35.1,61497,10.6,99.26,52.8,0.666110927,0.170298939,0.002474663,0.059620249
17020,10,8.94E-05,0.003466205,88,25,43165,12.9,99.13,57.1,0.835267942,0.014658495,0.012036394,0.042350775
17140,177,0.000162485,0.006222753,89.3,30.5,55204,10.3,99.09,50.5,0.827939673,0.122060163,0.001798486,0.02072387
17300,8,5.94E-05,0.001535509,89.1,21.4,46653,13.5,98.33,45.9,0.729773851,0.186481306,0.005643562,0.018304642
17420,0,0,0,81.7,17.9,41301,15.1,99.22,47.6,0.926613376,0.038914704,0.002276608,0.008673196
17460,56,5.22E-05,0.00241838,89,28.9,49551,11.7,98.88,54.4,0.743747249,0.199540989,0.002098196,0.020628395
17660,7,9.68E-05,0.002926421,92.1,23.1,49292,9.1,99.47,44.1,0.945959953,0.003361745,0.014245393,0.011317874
17780,10,8.60E-05,0.002724053,84,34.1,39915,15.2,98.71,60.7,0.748219416,0.117089361,0.003187204,0.047706063
17820,10,3.00E-05,0.00101688,93.5,35.1,57735,8.8,98.61,46.3,0.811992766,0.05786689,0.006319219,0.025898635
17860,2,2.30E-05,0.000732332,93.2,47.7,49059,9.3,99.24,56.1,0.825165807,0.087265553,0.002775335,0.040049207
17900,68,0.000168837,0.006782366,87.9,30.4,49238,12.1,98.16,54.9,0.607414572,0.331513525,0.001985477,0.018271998
17980,18,0.000115717,0.003633428,85.1,22.5,42278,15.1,98.9,57.1,0.525046779,0.399253477,0.002977011,0.018371205
18020,6,0.00015181,0.006042296,89.7,27.9,54488,9.2,98.75,45.6,0.875705855,0.019242509,0.003484764,0.043902935
18140,128,0.000129201,0.00481837,90.1,33.3,55115,10.9,99.07,52,0.780098738,0.144704207,0.001628693,0.032876704
18580,14,6.31E-05,0.002154841,80.1,19.5,49359,13.9,99.05,53.1,0.870684848,0.036553089,0.004502569,0.015777276
18700,0,0,0,94.6,51.4,49338,9.1,99.79,55.9,0.879373271,0.009961178,0.005625683,0.060324988
18880,1,8.19E-06,0.000303674,89.5,27.3,53083,11.1,98.72,48.6,0.812285002,0.083527481,0.007969855,0.025980025
19060,7,0.000140585,0.006071119,87.2,15.9,37276,11.4,98.72,56.2,0.904817054,0.067132538,0.00098147,0.00651696
19100,293,8.61E-05,0.00279922,84.1,32,59175,11.5,99.39,49.3,0.694944965,0.150070714,0.004474401,0.056845571
19140,6,8.33E-05,0.003177966,68.6,12.7,38818,16.5,99.27,47.1,0.895964868,0.032922244,0.00213963,0.009442433
19180,1,2.46E-05,0.001026694,86.3,13.8,42548,14.6,99.07,53.8,0.827987075,0.135428918,0.003478885,0.00825771
19300,2,2.04E-05,0.000829876,89,28.6,50183,10.2,99.52,45,0.866467927,0.093653409,0.005224759,0.006568866
19340,5,2.58E-05,0.001030078,90.2,25.6,51263,9.5,98.99,49.1,0.860232566,0.073692176,0.002791212,0.017333791
19380,41,9.92E-05,0.004217239,89.4,26.5,47162,12.8,98.62,53.3,0.789803297,0.156326481,0.0018109,0.020566384
19460,6,7.66E-05,0.003490401,81,18,44273,12,99.07,47.7,0.816576485,0.118271378,0.017971207,0.005117887
19500,4,6.99E-05,0.00265252,88.7,23.1,46696,13.1,97.35,51.1,0.790017572,0.15154826,0.001593328,0.012182131
19660,15,4.88E-05,0.002704164,88.4,21.6,42571,11.7,99.26,51.8,0.821977706,0.105636441,0.003397321,0.01795679
19740,101,7.58E-05,0.002751294,89.8,39.8,64206,8.4,99.39,49.8,0.815231395,0.055421077,0.008288854,0.037714529
19780,19,6.33E-05,0.002094125,92.6,35.1,61640,8,98.86,46.3,0.875871152,0.048462863,0.002046582,0.033415659
19820,164,7.42E-05,0.002968809,88.5,28.6,52305,12.8,99.43,53.4,0.701795186,0.225367937,0.002990928,0.035906283
20020,0,0,0,82.6,18,40515,14.9,99.19,50.6,0.728882547,0.233357116,0.003044202,0.00796385
20100,8,9.22E-05,0.003273322,86,22.7,55169,9.7,98.89,51.4,0.678081169,0.242618389,0.006305343,0.020444598
20220,3,6.21E-05,0.002148997,91.9,27.8,53410,7.7,98.52,46.9,0.939505706,0.015793456,0.000788097,0.013523737
20260,3,2.16E-05,0.00096463,93.1,25.1,47574,10.3,98.62,51.6,0.924492844,0.01455551,0.025388183,0.009282085
20500,28,0.000102807,0.004497992,88,44.4,52925,11.4,99.31,54.4,0.618329683,0.268564899,0.004100562,0.043972955
20700,13,0.000152579,0.006809848,89.8,23.2,57748,9.4,99.46,50.4,0.789523708,0.136389018,0.003635456,0.020363308
20740,7,8.58E-05,0.003767492,92.5,26.2,49537,7.8,99.43,50.2,0.93954466,0.009752044,0.003733395,0.024068484
20940,8,9.27E-05,0.002518892,65.2,13.4,41772,20.4,99.63,54.3,0.682532509,0.029402461,0.013992295,0.014817033
21060,11,0.00014538,0.004981884,87.6,19.3,48617,12,98.6,45.5,0.833888826,0.100161016,0.002637211,0.016883452
21140,8,7.92E-05,0.002583979,80.8,17.9,46983,12.6,99.01,47,0.861985327,0.057591308,0.001418234,0.010173195
21300,1,2.25E-05,0.001114827,89.4,22.9,49685,12.7,98.61,51.5,0.886976917,0.056415692,0.004014389,0.015177998
21340,28,6.61E-05,0.002314815,74.7,20.7,40699,20.5,99.34,52.6,0.817288559,0.033870644,0.005965866,0.010681741
21500,20,0.00014067,0.006615944,90.4,25.6,45703,11.9,99,53.5,0.87885354,0.071009381,0.002716576,0.013565034
21660,3,1.66E-05,0.000862317,91.1,28.2,43685,12.2,99.71,54.5,0.886564026,0.009403434,0.010657789,0.024571264
21780,30,0.000186282,0.008086253,89.9,22.9,47425,10.3,98.55,49.1,0.890228107,0.066916574,0.002159834,0.009966502
21820,0,0,0,93.4,30.5,70408,5.9,98.53,49.1,0.772812856,0.045137386,0.063411835,0.026832731
22020,2,1.84E-05,0.000533191,94.6,35.5,53634,7.2,99.2,52.4,0.910683036,0.025447799,0.011947409,0.021242384
22140,6,9.34E-05,0.003271538,82.4,15.2,48824,17,99.07,53.4,0.529585892,0.005739726,0.371951507,0.003690385
22180,15,7.82E-05,0.00245018,88.7,22.3,44692,14.6,97.49,52.4,0.51423125,0.358187447,0.02144446,0.022016597
22220,13,5.35E-05,0.001953712,84.2,27.9,48627,11.4,99.29,45.2,0.840964758,0.0223109,0.013467219,0.027137171
22380,1,1.46E-05,0.000498753,87.8,32.8,48540,16.6,99.7,58.8,0.623390297,0.014791963,0.268773423,0.015609239
22420,16,7.38E-05,0.003034326,89,19.2,41879,16.9,99.39,55.2,0.747447773,0.204127991,0.004987412,0.009597424
22500,16,0.000146235,0.005788712,82.3,19.7,40673,17.3,99.06,54.7,0.556093279,0.412386831,0.002128805,0.0092523
22520,4,5.23E-05,0.002358491,83.9,20.4,41919,14.1,99.08,47.9,0.842331484,0.121816244,0.005405002,0.006335259
22540,3,5.79E-05,0.002542373,90.5,20.9,54529,7.2,97.82,45.1,0.937429333,0.011906518,0.004375227,0.012280133
22660,12,7.67E-05,0.003092784,95.1,44.1,58844,6.9,99.45,49.1,0.908009697,0.00946586,0.005975565,0.018655578
22900,6,4.22E-05,0.001541624,82.5,16.3,38833,17,99.03,47.2,0.80705008,0.037964436,0.048324857,0.025054031
23060,19,8.81E-05,0.003034174,89.5,25.2,49607,11,98.88,49,0.820479161,0.101064145,0.002926339,0.026237533
23420,42,8.83E-05,0.002978935,73.2,19.5,45201,22.2,99.53,55,0.585941419,0.050878754,0.01042321,0.097061266
23460,3,5.58E-05,0.002601908,82.1,15.4,38467,15.3,98.73,49.9,0.815396731,0.153659989,0.003582198,0.00668421
23540,8,5.79E-05,0.003082852,91,38.6,41961,14.1,99.4,62.2,0.711886925,0.193240221,0.002809752,0.052064144
23580,9,9.70E-05,0.002994012,78.5,22.8,51036,14.5,99.37,47.3,0.822035636,0.075443292,0.003561446,0.017148901
23900,7,0.000135838,0.006951341,86.6,21.2,60068,6.8,98.68,44.6,0.923882008,0.015024713,0.001457181,0.006990528
24020,7,0.000109538,0.006381039,89.3,23.5,54112,9.3,98.9,50,0.953335204,0.020257525,0.00162902,0.007576112
24140,2,3.17E-05,0.001215067,82.2,17.2,41172,16.7,98.55,54.1,0.567525968,0.314788102,0.001603636,0.010363195
24220,2,4.11E-05,0.001485884,91.5,28.7,48396,8.4,98.2,53.1,0.905235833,0.021298134,0.021107703,0.01723896
24260,0,0,0,85.8,18.5,50237,10.7,99.04,45.5,0.940522139,0.016961139,0.006221082,0.009085896
24300,2,2.70E-05,0.000817661,89.7,25.2,48610,11.1,99.22,48.2,0.921740368,0.007186002,0.007918161,0.00612844
24340,31,6.07E-05,0.002156972,89.8,29.9,53187,9.5,99.38,47.4,0.855785945,0.06537586,0.004657863,0.022954765
24420,2,4.69E-05,0.002051282,88.7,17.3,37447,13.9,99.47,48.5,0.933619205,0.003179918,0.016285036,0.006046663
24500,2,4.88E-05,0.00173913,91.2,25.5,45091,10.7,97.74,48,0.893292497,0.013385721,0.044903786,0.008309641
24540,7,5.30E-05,0.001462294,86.5,25.9,58100,9.3,99.57,45.4,0.867350018,0.010835037,0.009016622,0.013189168
24580,12,7.70E-05,0.002711252,90.6,25,53053,8.3,99.27,46.4,0.891267548,0.019316053,0.020738528,0.024211041
24660,17,4.44E-05,0.001652732,85.2,27.1,43670,13.6,99.33,52.6,0.656023496,0.2596534,0.00490366,0.031771855
24780,7,7.68E-05,0.003391473,86.9,28.8,42011,14.7,99.43,60,0.585949733,0.340916735,0.003195351,0.016701655
24860,75,0.000173341,0.007148303,84.2,26.1,45428,12.6,99.31,50,0.785802849,0.167077788,0.002434692,0.015713969
25020,0,0,0,71.8,18.2,16010,48.6,99.87,63.1,0.623052429,0.172382781,0.005019324,0.000388906
25060,16,8.35E-05,0.003278689,86.2,20.9,44826,14.8,98.82,52.5,0.730486685,0.208065504,0.002659827,0.02423398
25180,11,8.63E-05,0.003456945,86.2,20,55868,10.1,98.98,49.3,0.857514723,0.090357755,0.001963026,0.012824065
25220,7,0.000109527,0.005166052,80.1,19.3,40721,17.7,99.3,55,0.670960725,0.299391742,0.002980866,0.007146022
25260,9,0.000134014,0.003954306,70.9,12.5,47341,18.7,98.76,53.7,0.706268578,0.065017504,0.013356232,0.036528172
25420,61,0.000215044,0.009256449,89.8,29.2,57461,7.5,98.99,49.7,0.820887538,0.101874435,0.0013834,0.030252867
25500,3,4.49E-05,0.002138275,82.2,27.4,48518,9.2,99.36,54.4,0.907455956,0.038473542,0.002902486,0.01821856
25540,85,0.000136422,0.005837912,89.8,36.3,68959,7.7,98.9,52.5,0.771575572,0.108490329,0.001792358,0.042580436
25620,6,7.89E-05,0.003076923,86.2,28.1,41702,17.1,99.05,54.6,0.677044476,0.28818747,0.001858304,0.010500786
25860,11,5.98E-05,0.003021978,79.6,17.8,40820,13.4,99.14,49.3,0.850624835,0.069512222,0.004019938,0.025317638
25940,12,0.000122753,0.004606526,89.9,34.3,53863,9.5,98.51,46.9,0.696362374,0.222103396,0.00223142,0.010874316
25980,2,4.97E-05,0.001158749,89,18.4,44133,15.5,97.85,45.9,0.507059759,0.376503928,0.004486925,0.016505916
26140,1,1.38E-05,0.00137931,86.8,16.8,38109,11.7,98.83,45.4,0.931244679,0.030685908,0.003670289,0.015782959
26300,2,4.01E-05,0.002364066,86.9,21,39558,15.3,98.71,49.7,0.848673609,0.082889137,0.006311723,0.008656667
26380,18,0.000170123,0.006430868,75,13.9,50138,12.4,99.32,51.1,0.749863898,0.163699487,0.040548801,0.008743947
26420,310,9.94E-05,0.003174603,81.5,30,58689,13,99.53,50,0.655951565,0.172401143,0.004261025,0.069343685
26580,39,0.00020919,0.010064516,85,19,42448,13.8,99.03,49.8,0.950728916,0.022237829,0.001969746,0.005588263
26620,27,0.000123633,0.005153655,88.5,35.4,55881,10,99.37,48.9,0.715071701,0.217102389,0.006438257,0.02208199
26820,21,0.000307607,0.00941704,90.7,25.1,50987,9.9,99.47,41.2,0.912808602,0.004939106,0.004270269,0.005835789
26900,135,0.000136663,0.004906593,88.7,30.8,52434,11,99.12,51,0.77858379,0.146150389,0.002159817,0.023345288
26980,14,0.00017582,0.006714628,94.1,46.9,55030,6.4,99.27,54.7,0.862886559,0.045404138,0.002035184,0.050117196
27060,3,5.73E-05,0.002209131,93.6,50.3,52836,9.2,99.52,62.6,0.815863693,0.044253191,0.002781574,0.098731331
27100,6,7.69E-05,0.002974715,89.7,19,45452,13.4,99.37,52.3,0.875999675,0.084801191,0.004639617,0.006578001
27140,43,0.000143731,0.005507878,86.1,28.9,45366,15.1,98.8,56,0.483923422,0.48575995,0.001620875,0.010806994
27180,5,7.30E-05,0.003021148,84.8,22.3,41346,14.7,99.07,53.8,0.658327766,0.308055562,0.002073207,0.008861041
27260,103,0.000145308,0.006226951,89.4,27.9,52067,11.2,99.13,52.4,0.706986629,0.215633655,0.002692262,0.035103675
27340,2,2.38E-05,0.000483325,90.3,18.4,46141,11.9,97.61,46,0.74570443,0.159664555,0.006182997,0.019516622
27500,4,4.90E-05,0.001853568,88.4,20,49645,11.2,99.14,49.5,0.902813698,0.035147852,0.00191319,0.011030443
27620,9,0.000122251,0.004466501,88.5,25.5,51025,9.3,98.94,49.4,0.881254985,0.073889923,0.004639723,0.008116193
27740,8,7.79E-05,0.003883495,84.1,24.8,39084,14.6,98.59,47.7,0.939521948,0.028071962,0.002786225,0.009277429
27780,15,0.000210273,0.010845987,89,18.9,42304,10.2,98.68,50.7,0.938722619,0.034984201,0.000901764,0.005190471
27860,2,3.15E-05,0.001022495,84.2,21.4,40358,16.9,98.93,51.2,0.838695911,0.124861104,0.00377635,0.009517368
27900,11,0.000122783,0.005321722,85.3,20.3,41562,11.6,99.06,46.6,0.909346023,0.018402883,0.018044274,0.010951793
27980,0,0,0,90.6,25.6,64563,8,99.29,50,0.344779623,0.00590986,0.001630089,0.268033256
28020,12,7.13E-05,0.003162889,91.2,30.5,46392,12.2,99.29,53.7,0.8338362,0.095591017,0.004330603,0.019613302
28100,2,3.48E-05,0.001294498,86.8,17.6,51000,12.1,98.81,52.6,0.796622353,0.147317229,0.002183135,0.010826929
28140,73,7.01E-05,0.002615269,90.8,33.6,57056,9.1,99.17,49.2,0.790951796,0.125439702,0.004488774,0.024578256
28420,13,9.91E-05,0.002985075,83.8,25.2,59476,11.9,99.6,46.8,0.758678126,0.016761642,0.00742044,0.02478232
28660,15,7.14E-05,0.00235331,89.1,20.9,50671,11.1,95.4,47.5,0.674557955,0.194858897,0.007906444,0.025796447
28700,16,0.000100824,0.00539629,83,19.3,39178,13,99.03,45.6,0.953345207,0.018484456,0.002752591,0.005119819
28740,8,8.77E-05,0.00464846,89.1,30.1,58592,6.9,98.88,53.2,0.871452329,0.057164726,0.00125552,0.018353726
28940,25,5.76E-05,0.002788934,86.6,26.7,44906,11.7,99.11,48.3,0.900856959,0.059295913,0.002670551,0.013795097
29020,10,0.000233225,0.010060362,88.7,19.5,42078,12.8,99.09,48.7,0.883204284,0.070494729,0.00279808,0.012482814
29100,3,4.36E-05,0.0018226,93.7,29.4,51160,6.5,98.81,50.8,0.923719232,0.012901891,0.003835098,0.037937175
29180,42,0.000172504,0.005790707,80.5,20.6,47174,14.1,99.11,53.9,0.709757139,0.246825686,0.003396732,0.0147374
29200,18,0.000176929,0.006085193,90.3,32.1,45364,10.9,99.16,56.4,0.873553835,0.038113548,0.000917817,0.059358591
29340,30,0.000290478,0.010634527,85,20.1,44644,12.7,99.21,51.7,0.718322291,0.242829373,0.003610108,0.012055183
29420,1,9.93E-06,0.000557414,83.9,12.2,38456,13.6,99.66,50,0.89309667,0.010830592,0.018925139,0.011680051
29460,20,6.35E-05,0.00252589,83.1,18.6,43063,13.8,99.38,51,0.787887378,0.150538697,0.002833201,0.016926309
29540,35,0.000130002,0.004614979,84.3,24.7,57120,7.3,98.67,44.4,0.888728815,0.039486447,0.00178043,0.020300319
29620,12,5.01E-05,0.002070393,92.2,32.1,50155,10.8,99.44,54.8,0.816127264,0.084115071,0.004026785,0.039415827
29700,3,2.25E-05,0.000627353,64.4,17,38679,27.5,99.64,52.7,0.938729184,0.003865557,0.003672857,0.005854219
29740,10,9.23E-05,0.003212335,78,27.4,38426,21.8,99.59,53.2,0.892360361,0.016614853,0.01205023,0.011237802
29820,61,6.11E-05,0.002245289,84.2,22.2,52070,12,99.51,54.9,0.649281573,0.10705211,0.005851928,0.089919061
29940,5,8.78E-05,0.00381971,94.6,49.4,50732,7.7,99.59,60.1,0.844718257,0.039251383,0.021389057,0.04193381
30020,6,9.42E-05,0.00307377,89,20.2,46283,14.4,97.03,52.7,0.65174805,0.161482201,0.05441413,0.019657977
30140,6,8.67E-05,0.003492433,85.6,19.8,56173,7.9,98.53,46.5,0.885445023,0.018863179,0.001242751,0.010578175
30300,0,0,0,89.8,20.8,44993,8.8,98.78,49.8,0.912384353,0.004268788,0.039068333,0.00960883
30340,3,5.47E-05,0.002218935,88.6,19.9,45765,12.2,99.12,51.5,0.926509724,0.016190565,0.001935424,0.008486089
30460,49,0.000198847,0.00788542,87.9,34.7,49997,11.8,99.18,52.6,0.815137284,0.108593648,0.002824398,0.024663376
30620,10,0.000190927,0.007423905,88.3,17.2,43648,13.8,98.77,52.3,0.833889089,0.118319092,0.002699835,0.00777742
30700,3,1.94E-05,0.000572191,93.4,35.7,52291,9,99.32,51.2,0.883462894,0.037390759,0.005465695,0.037281316
30780,25,6.77E-05,0.002728066,89.2,27.9,49179,10.3,99.11,51.5,0.727380522,0.226325209,0.00355863,0.015333773
30860,8,0.000123964,0.003348681,92.3,33.9,49915,10.5,99.66,41.9,0.913669288,0.00611768,0.005667394,0.020247347
30980,12,0.000111061,0.003723239,82.3,17.1,46615,13.7,98.33,50.6,0.774136547,0.175232761,0.005162725,0.010076311
31020,3,5.82E-05,0.002105263,87.2,15.6,46571,13.1,99.09,48.7,0.909025002,0.005721452,0.012079708,0.014323223
31080,446,6.74E-05,0.002696836,78.5,31.7,60337,13.2,99.5,55.7,0.556792548,0.067609716,0.005073376,0.150683732
31140,85,0.00013242,0.005307856,87.6,26.8,50386,10.9,98.91,52.1,0.808730517,0.138971759,0.001466523,0.017064482
31180,5,3.31E-05,0.001266464,84.6,27.4,45337,13.6,99.11,55.5,0.793176322,0.07139173,0.005429067,0.019730188
31340,5,3.77E-05,0.001549427,85.6,24.4,46913,11,99,50.5,0.782633887,0.17080332,0.002728625,0.014884122
31420,26,0.000215417,0.009587021,82.3,21.1,39609,18.9,98.85,57.6,0.527595751,0.438928073,0.000896722,0.013179224
31460,9,0.000113921,0.003579952,69.5,13.5,45490,18.4,91.04,52.4,0.825374544,0.035302915,0.015001443,0.021875738
